Procedure_Description,CPT_Code,Cash_Price,Gross_Price
PACK NDL AND PUSHER FENSTD,Z7610,"$4,320.00 ","$5,130.00 "
GUIDE CATH,Z7610,$320.00 ,$380.00 
NDL BIOP 23GA IF1000,Z7610,"$1,600.00 ","$1,900.00 "
NDL BIOP 21GA IF1000,Z7610,"$1,600.00 ","$1,900.00 "
NDL BIOP 19GA IF1000,Z7610,"$1,600.00 ","$1,900.00 "
SYS CORUS SPINAL X,Z7610,"$7,200.00 ","$8,550.00 "
KIT AIRWAY SIZING SVS,Z7610,"$2,016.00 ","$2,394.00 "
CATH AND LOADER DEPLOYMENT SVS,Z7610,"$4,800.00 ","$5,700.00 "
FORCEP LIF BPLR STRL DISP,Z7610,"$4,896.00 ","$5,814.00 "
PNCL 3/8INX10FT 7/8IN SS BLE,Z7610,$181.76 ,$215.84 
CANN ANGIOVAC C180 W/OBTR CIRC,Z7610,"$46,400.00 ","$55,100.00 "
GDWR TRCR TIP SS 310MM,Z7610,$230.40 ,$273.60 
TUBE T-DRN 14FR DEAVER,C1729,$51.60 ,$61.28 
CATH DRNG REG 8FR 25CM,C1729,$600.01 ,$712.51 
CATH DRNG REG 10FR 25CM,C1729,$600.01 ,$712.51 
CATH APD DRNG 14FR,C1729,$600.01 ,$712.51 
CATH DRNG ALL PURPOSE 12FR,C1729,$600.01 ,$712.51 
CATH ULTRA BLR 12.0,C1729,$600.01 ,$712.51 
CATH BLR FLEX 10FR,C1729,$600.01 ,$712.51 
CATH BLR DRNG 8.5FR 228700,C1729,$600.01 ,$712.51 
NDL YUEH CENTESIS 5FR 15CM,C1729,$152.96 ,$181.64 
KIT THORA,C1729,$355.20 ,$421.80 
CATH MLTPUR DRNG 12FR,C1729,$600.01 ,$712.51 
SET RNG DRNG CATH NDL,C1729,$359.36 ,$426.74 
CATH DRNG BLR .035X220CM,C1729,$600.01 ,$712.51 
CATH DRNG 8.5FRX25CM,C1729,$600.01 ,$712.51 
TRAY CHEST TUBE 10FR,C1729,"$1,049.60 ","$1,246.40 "
CATH MACLOC 10FR 228705,C1729,$600.01 ,$712.51 
CATH DRNG 10.2FRX25CM,C1729,$600.01 ,$712.51 
CATH CAM-LOC DRNG,C1729,$600.01 ,$712.51 
CATH CAM-LOC DRNG DAWSON-MUELL,C1729,$600.01 ,$712.51 
CATH MUTLI-PURPOSE 14FR,C1729,$600.01 ,$712.51 
SET DRNG NASAL BLR LIGUORY 7FR,C1729,$656.00 ,$779.00 
SET DRNG NASAL BLR LIGUORY 8.5,C1729,$656.00 ,$779.00 
CATH BLR DILT 6FR 200CM,C1729,$464.00 ,$551.00 
CATH BLR DILT 8.5FR 200CM,C1729,$464.00 ,$551.00 
CATH DRNG MLTPUR 14FR 45CM,C1729,$600.01 ,$712.51 
DRN CHEST DRY SUC D CHMBR ADLT,C1729,$396.88 ,$471.30 
CATH DRNG DAWSON-MUELLER,C1729,$600.01 ,$712.51 
NDL 19G 5FR 15CM YUEH CENTESIS,C1729,$170.96 ,$203.02 
TUBE BILIARY 14FR,C1729,$600.01 ,$712.51 
CATH ULTIFLO UREFLEX SOFT 14FR,C1729,$627.20 ,$744.80 
SET DRNAGE FUHRMAN PLEURAL,C1729,$974.72 ,"$1,157.48 "
KIT CATH PLEURAL PLEURX 16FR,C1729,"$4,196.98 ","$4,983.91 "
CATH ULTIFLO UREFLEX SOFT 16FR,C1729,$627.20 ,$744.80 
KIT DRN PLEUR ASPIRA II 15.5FR,C1729,"$5,520.00 ","$6,555.00 "
SYS EXTRL CSF DRN MANAGEMENT,C1729,"$2,307.20 ","$2,739.80 "
CATH 1 STEP VALVED 5FR 19GA,C1729,$160.00 ,$190.00 
CATH DRN NEPH 8FR X 35CM,C1729,$614.40 ,$729.60 
CATH THOR RT ANG PVC TAP 28FR,C1729,$46.88 ,$55.67 
CATH THOR STR PVC TAP 32FR,C1729,$31.36 ,$37.24 
CATH THOR RT ANG PVC TAP 32FR,C1729,$46.88 ,$55.67 
CATH THOR STR PVC TAP 24FR,C1729,$31.36 ,$37.24 
CATH THOR STR PVC TAP 28FR,C1729,$30.32 ,$36.01 
TRAY WAYNE PNEUMOTHORAX MOLDED,C1729,"$1,273.60 ","$1,512.40 "
KIT STARTER PLEURAL 1000ML,C1729,"$4,070.40 ","$4,833.60 "
CATH EXPEL MPD ANGD 16FRX30CM,C1729,$600.01 ,$712.51 
CATH EXPEL MPD ANGD 18FRX30CM,C1729,$600.01 ,$712.51 
CATH EXPEL MPD ANGD 26FRX40CM,C1729,$600.01 ,$712.51 
TRAY THORA-PARA W/ CATH 5FR,C1729,$238.32 ,$283.01 
SET DRNG FUHRMAN PLEURAL 8.5FR,C1729,$982.08 ,"$1,166.22 "
CATH PGTL TIGHT LOOP 10FR 25CM,C1729,$600.01 ,$712.51 
STENT DRNG URET US 8FRX12CM,C1729,$926.98 ,"$1,100.78 "
CATH DRNG BILIARY 14FRX35CM,C1729,$600.01 ,$712.51 
CATH DRNG MLTPUR 8FX25CM,C1729,$600.01 ,$712.51 
CATH DRNG BILIARY 10FX35CM,C1729,$600.01 ,$712.51 
CATH DRNG BILIARY 8FX35CM,C1729,$600.01 ,$712.51 
CATH DRNG EXODUS 14FR 25CM,C1729,$600.01 ,$712.51 
PWR UNIT MOBILE,Q0479,"$25,600.00 ","$30,400.00 "
CONTROLLER SYS HEARTMATE III,Q0481,"$18,100.01 ","$21,493.76 "
CBL MODULAR HEARTMATE III,Q0485,"$18,100.01 ","$21,493.76 "
CHARGER UNIV HEARTMATE 14V,Q0495,"$23,040.00 ","$27,360.00 "
SET CLIP BATT 14V HEARTMATE,Q0497,"$2,940.01 ","$3,491.26 "
VEST FOR POCKET CONTROLLER LG,Q0498,"$2,212.00 ","$2,626.75 "
HOLSTER BATT POCKET CONTROLLER,Q0498,"$2,212.00 ","$2,626.75 "
BAG CONSOLIDATED BLK LFT,Q0499,"$2,080.01 ","$2,470.01 "
BAG SWR HEARTMATE II,Q0501,"$1,440.00 ","$1,710.00 "
SET BATT RECHARGABLE 14V,Q0506,"$3,000.00 ","$3,562.50 "
BATTERY BACKUP FOR POCKET,Q0506,"$2,800.00 ","$3,325.00 "
CASE TRAVEL PC CONTROLLER,Q0508,"$1,024.00 ","$1,216.00 "
CBL MODULAR HEARTMATE III,Q0508,"$18,100.01 ","$21,493.76 "
VLV EY AHMED GLAUCOMA,C1783,"$2,940.01 ","$3,491.26 "
IMP ORBITAL SPHERE HA 20MM,L8610,"$4,080.00 ","$4,845.00 "
IMP ORBITAL SPHERE HA 22MM,L8610,"$4,080.00 ","$4,845.00 "
IMP ORBITAL SPHERE HA 16MM,L8610,"$3,960.00 ","$4,702.50 "
RING MARKR 72 CUST/DVC,L8610,$302.00 ,$358.63 
RNG CAPSULAR TNSN TYPE 14,L8610,"$1,145.60 ","$1,360.40 "
RNG CAPSULAR TNSN TYPE 14C,L8610,"$1,145.60 ","$1,360.40 "
IMP CONTOUR EYELID GOLD 1.4GM,L8610,"$2,080.01 ","$2,470.01 "
EXPANDER PUPIL MALYUGIN LG,L8610,$852.29 ,"$1,012.09 "
RNG CAPSULAR TNSN 12MM,L8610,$568.00 ,$674.50 
IMP CONFORMER VT MED,L8610,$396.80 ,$471.20 
IMP SPHERE ORBITAL 16MM,L8610,"$3,379.20 ","$4,012.80 "
IMP SPHERE ORBITAL 18MM,L8610,"$3,379.20 ","$4,012.80 "
SLV SIL OVL STYLE 3083,L8610,$84.08 ,$99.85 
IMP BIO-EYE PERF COTD 20MM,L8610,"$4,296.00 ","$5,101.50 "
STP SIL RETINAL IMP 1.0X5.0MM,L8610,$169.60 ,$201.40 
TIRE STYLE 276 ASYM,L8610,$152.00 ,$180.50 
RNG CAPSULAR TNSN 14 RT STRL,L8610,"$1,145.60 ","$1,360.40 "
RNG INJ EYEJET TYPE 14A LFT,L8610,"$1,017.60 ","$1,208.40 "
RNG PART AHMED TYPE 6D 9.5MM,L8610,"$1,248.00 ","$1,482.00 "
SYS INITIATION SYMPHONY,E0602,$244.32 ,$290.13 
KIT SYMPHONY BREAST DBL NSTRL,E0602,$205.04 ,$243.49 
EXPANDER TISS BREAST 450CC,C1889,"$6,912.00 ","$8,208.00 "
SYS IMPLANT SPACEOAR 10ML,C1889,"$11,400.00 ","$13,537.50 "
SYS NASAL LATERA DLVRY DVC,Z7610,"$5,760.00 ","$6,840.00 "
COIL MIC .035 14CM 12MM,C1889,$600.01 ,$712.51 
COIL MIC .035 14CM 14MM,C1889,$600.01 ,$712.51 
COIL EMBOL 7CMX10MM PLATINUM,C1889,$676.35 ,$803.17 
KIT IPG PORT PLG,C1889,$600.01 ,$712.51 
COIL NYLON HELIX 4MMX10CM,C1889,"$2,940.01 ","$3,491.26 "
CHARGER EXTRL SENZA UNIT,C1822,"$4,800.00 ","$5,700.00 "
KIT IPG W/2000 BATT,C1822,"$52,880.01 ","$62,795.01 "
KIT IPG W/2000 BATT,Z7610,"$52,880.01 ","$62,795.01 "
KIT IPG SENZA OMNIA 2500,C1822,"$52,880.01 ","$62,795.01 "
KIT PROTEKDUO DL29 29FR,C1889,"$52,880.01 ","$62,795.01 "
SYS SENTINEL CRBL PROTECTION,C1884,"$16,000.00 ","$19,000.00 "
MESH STRATTICE FIRM 10X16CM,Q4130,"$19,596.80 ","$23,271.20 "
GRAFT STRATTICE 20X20CM,Q4130,"$47,104.00 ","$55,936.00 "
GRAFT STRATTICE 8X8CM PLIABLE,Q4130,"$7,171.20 ","$8,515.80 "
MESH STRATTICE PERF 16X20CM,Q4130,"$40,361.60 ","$47,929.40 "
GRAFT STRATTICE 20X25CM PERF,Q4130,"$52,880.01 ","$62,795.01 "
GRAFT HERNIA PORCINE 20X40CM,Q4130,"$52,880.01 ","$62,795.01 "
GRAFT BIO TISS W10XL16CM,Q4130,"$20,182.40 ","$23,966.60 "
GRAFT BIO TISS W20XL20CM PERF,Q4130,"$50,451.20 ","$59,910.80 "
GRAFT HERNIA 20X30CM,Q4130,"$52,880.01 ","$62,795.01 "
GRAFT RTU 9.6X19.3 PERF MED,Q4116,"$20,243.20 ","$24,038.80 "
GRAFT RTU 9.6X19.3 PERF MED,Q4116,"$20,243.20 ","$24,038.80 "
GRAFT 16X20CM TK,Q4116,"$47,648.00 ","$56,582.00 "
MATRIX WND BILAYER 10X12.5CM,Q4104,"$27,600.00 ","$32,775.00 "
MATRIX WND 2LAYER INTEGRA 4X10,Q4104,"$41,942.40 ","$49,806.60 "
MATRIX WND BILAYER 2X2IN,Q4104,"$18,100.01 ","$21,493.76 "
CORNEA WHOLE PRE CUT FOR PKP,V2785,"$4,680.00 ","$5,557.50 "
CORNEA TISS WHOLE PRE CUT,V2785,"$5,160.00 ","$6,127.50 "
CORNEA TISS PRE CUT FOR EK LFT,V2785,"$5,160.00 ","$6,127.50 "
FEE SERVICE PKP CORNEAL TISS,V2785,"$1,152.00 ","$1,368.00 "
CORNEA WHOLE,V2785,"$3,780.00 ","$4,488.75 "
CORNEA PRE-CUT FOR IEK,V2785,"$18,100.01 ","$21,493.76 "
CORNEA PRE-CUT FOR DMEK,V2785,"$5,754.00 ","$6,832.88 "
CORNEA WHOLE,V2785,"$3,900.00 ","$4,631.25 "
COLLAR CERV HEIGHT 4IN MED,L0120,$22.00 ,$57.19 
COLLAR CERVICAL UNIV 2.5X 20IN,L0120,$22.00 ,$57.19 
COLLAR CERV VISTA SET,L0172,$344.00 ,$408.50 
SLING SWATHE UNIV CUTAWAY,L3660,$83.04 ,$98.61 
VLV SPEAKING NBR 7 AQUA,L8501,$558.40 ,$663.10 
VLV SPEAKING TRCH PUR,L8501,$558.40 ,$663.10 
VLV SPEAKING CLR STRL,L8501,$556.00 ,$660.25 
SYS SEAL ANGIO BIOSENTRY TRACT,C2613,"$2,080.01 ","$2,470.01 "
COLLAR CERV UNIV 4X23.5IN,L0120,$22.00 ,$57.19 
HCHG ROOM TELEMETRY/SPEC CARE,,"$5,351.20 ","$6,354.55 "
HCHG ROOM MED/SURG/GYN,,"$4,116.00 ","$4,887.75 "
HCHG ROOM OB/MATERNAL,,"$5,046.40 ","$5,992.60 "
HCHG ROOM PEDIATRIC,,"$6,405.60 ","$7,606.65 "
HCHG ROOM BEHAVIORAL HEALTH,,"$4,698.40 ","$5,579.35 "
HCHG ROOM REHAB ACUTE CDC (CHEM DEP),,"$4,531.20 ","$5,380.80 "
HCHG NEWBORN BOARDER BABY,,"$2,123.20 ","$2,521.30 "
HCHG NEWBORN LEVEL I,,"$1,632.80 ","$1,938.95 "
HCHG NEWBORN LEVEL II,,"$7,662.40 ","$9,099.10 "
HCHG NEWBORN LEVEL III,,"$10,728.00 ","$12,739.50 "
HCHG NEWBORN LEVEL IV,,"$13,026.40 ","$15,468.85 "
HCHG ROOM SUBACUTE VENT,,"$3,800.00 ","$4,512.50 "
HCHG ROOM SUBACUTE NON VENT,,"$3,583.20 ","$4,255.05 "
HCHG ROOM ICU,,"$10,140.80 ","$12,042.20 "
HCHG ROOM ICU PEDIATRICS,,"$10,140.80 ","$12,042.20 "
HCHG ROOM ICU INTERM,,"$6,174.40 ","$7,332.10 "
HCHG ROOM SPECIAL CARE,,"$5,351.20 ","$6,354.55 "
HCHG ROOM CCU,,"$10,378.40 ","$12,324.35 "
HCHG ROOM SNF M/S DSTNCT,,"$3,575.20 ","$4,245.55 "
HCHG ROOM SNF M/S DSTNCT BED HOLD,,"$3,575.20 ","$4,245.55 "
HCHG ROOM SUBACUTE VENT BED HOLD,,"$3,800.00 ","$4,512.50 "
HCHG ROOM SUBACUTE NON VENT BED HOLD,,"$3,583.20 ","$4,255.05 "
HCHG ROOM MED/SURG/GYN PVT,,"$4,116.00 ","$4,887.75 "
HCHG ROOM RESIDENTIAL CARE SP,,$172.00 ,$204.25 
HCHG ROOM OB/MATERNAL PVT,,"$5,046.40 ","$5,992.60 "
HCHG ROOM PEDIATRIC PVT,,"$6,405.60 ","$7,606.65 "
HCHG ROOM BEHAVIORL HEALTH PVT,,"$7,948.00 ","$9,438.25 "
HCHG ROOM SNF M/S DSNCT PVT,,"$3,824.00 ","$4,541.00 "
HCHG ROOM SUBACUTE LVL 1 NON VENT,,"$3,246.40 ","$3,855.10 "
HCHG ROOM SUBACUTE LVL 2 NON VENT,,"$3,706.40 ","$4,401.35 "
HCHG ROOM SUBACUTE LVL 3 NON VENT,,"$4,112.00 ","$4,883.00 "
HCHG ROOM SUBACUTE LVL 4 NON VENT,,"$4,200.00 ","$4,987.50 "
HCHG ROOM REHAB ACUTE PVT,,"$5,260.80 ","$6,247.20 "
HCHG ROOM MED/SURG/GYN PVT MJ,,"$4,116.00 ","$4,887.75 "
HCHG S-PAY COMING HOME HOSPICE,,$176.00 ,$209.00 
HCHG ROOM HOSPICE PRIVATE,,"$3,086.40 ","$3,665.10 "
HCHG ROOM REHAB ACUTE SEMI PVT,,"$4,531.20 ","$5,380.80 "
HCHG ROOM SUBACUTE LVL 1 VENT,,"$3,246.40 ","$3,855.10 "
HCHG ROOM SUBACUTE LVL 2 VENT,,"$3,628.80 ","$4,309.20 "
HCHG ROOM SUBACUTE LVL 3 VENT,,"$3,876.00 ","$4,602.75 "
HCHG ROOM SUBACUTE LVL 4 VENT,,"$4,544.80 ","$5,396.95 "
HCHG ROOM NON-COVERED CUSTODIAL CARE,,"$1,527.20 ","$1,813.55 "
HCHG OBS CPR,92950,"$1,401.60 ","$1,664.40 "
HCHG OBS PER HOUR,G0378,$241.60 ,$286.90 
HCHG OBS DIRECT ADMIT,G0379,$453.60 ,$800.02 
HCHG OBS INTRODUCTION NEEDLE OR INTRACATHETER INTO VEIN,36000,$112.00 ,$133.00 
HCHG OBS BLOOD DRAW IMPLANTED PORT,36591,$205.60 ,$244.15 
HCHG OBS DECLOT VASCULAR DEVICE WITH THROMBOLYTIC,36593,$503.20 ,$597.55 
HCHG OBS CENTRAL VENOUS CATH INSERTION NON-TUNNELED 5YR OR OLDER,36556,"$2,123.20 ","$2,521.30 "
HCHG OBS IRRIGATION BLADDER SIMPLE,51700,$88.80 ,$105.45 
HCHG OBS INSERT STRAIGHT CATHETER,51701,$276.80 ,$328.70 
HCHG OBS INSERTION FOLEY CATHETER,51702,$290.40 ,$344.85 
HCHG OBS THORACENTESIS W/IMAG,32555,"$2,156.00 ","$2,560.25 "
HCHG OBS THORACENTESIS WO IMAG,32554,"$1,702.40 ","$2,021.60 "
HCHG OBS PERCUTANEOUS LIVER BIOPSY,47000,"$2,444.80 ","$2,903.20 "
HCHG OBS IMAGE CATH FLUID PERI/RETRO,49406,"$3,776.80 ","$4,484.95 "
HCHG OBS INS PACK FOR NON-OB VAG HEMORRHAGE,57180,$419.20 ,$497.80 
HCHG OBS INSERT PICC >=5 YR WO PORT WO IMAGE GUIDANC,36569,"$2,559.20 ","$3,039.05 "
HCHG OBS INSERT PICC >=5 YR WO PORT W IMAGE GUIDANCE,36573,"$3,401.60 ","$4,039.40 "
HCHG OBS DRN ABSCESS SMPL/SNGL,10060,$643.20 ,$763.80 
HCHG OBS COL BLD PICC/CNTRL LN,36592,$156.80 ,$186.20 
HCHG OBS CARDIOVERSION ELECTRIC EXTERNAL,92960,"$1,741.60 ","$2,068.15 "
HCHG OBS INFUSN CHEMO 0-60 MN,96413,$836.80 ,$993.70 
HCHG OBS INFUSN CHEM EA ADD HR,96415,$337.60 ,$400.90 
HCHG OBS DX NASAL ENDOSCOPY,31231,$367.20 ,$436.05 
HCHG OBS DRAIN/INJ MAJOR JOINT/BURSA W/O US,20610,$906.40 ,"$1,076.35 "
HCHG OBS LUMBAR PUNCTURE DX,62270,$790.40 ,$938.60 
HCHG OBS PARACENTSIS ABD NO IM,49082,$983.20 ,"$1,167.55 "
HCHG OBS DIAGNOSTIC BONE MARROW BIOPSY,38221,"$1,108.00 ","$1,315.75 "
HCHG PT WCOMP AQUATIC PRIOR AUTH INDIVIDUAL,97799,$182.40 ,$216.60 
HCHG PT MCAL SINGLE MODALITY ADDITIONAL 15 MIN,X3902,$191.20 ,$227.05 
HCHG PT MCAL SINGLE PROCURE INITIAL 30 MIN,X3904,$406.40 ,$482.60 
HCHG PT MCAL SINGLE PROCURE ADDITIONAL 15 MIN,X3906,$206.40 ,$245.10 
HCHG PT MCAL TREAT COMBO INIT 30,X3908,$333.60 ,$396.15 
HCHG PT MCAL TX COMB PROC/MODALITIES ADDL 15 MN,X3910,$166.40 ,$197.60 
HCHG PT MCAL AQUATIC THERAPY EXERCISE INITIAL 30 MIN,,$349.60 ,$415.15 
HCHG PT MCAL AQUATIC THERAPEUTIC EXERCISE ADDITIONAL 15 MIN,,$176.00 ,$209.00 
HCHG PT MCAL EVALUATION INITIAL 30 MIN,X3920,$324.80 ,$385.70 
HCHG PT MCAL RE-EVALUATION INITIAL 30 MIN,X3920,$275.20 ,$326.80 
HCHG PT MCAL EVALUATION ADDITIONAL 15 MIN,X3922,$191.20 ,$227.05 
HCHG PT MCAL RE-EVALUATION ADDITIONAL 15 MIN,X3922,$175.20 ,$208.05 
HCHG PT ELECTRICAL STIMULATION ATTENDED EA 15 MIN,97032,$105.60 ,$125.40 
HCHG PT IONTOPHORESIS EA 15 MIN,97033,$112.80 ,$133.95 
HCHG PT CONTRAST BATHS EA 15 MIN,97034,$80.00 ,$95.00 
HCHG PT ULTRASOUND EA 15 MIN,97035,$100.00 ,$118.75 
HCHG PT THERAPEUTIC EXERCISE EA 15 MIN,97110,$140.80 ,$167.20 
HCHG PT NEUROMUSCULAR REEDUCATION EA 15 MIN,97112,$136.00 ,$161.50 
HCHG PT AQUATIC THERAPY EA 15 MIN,97113,$124.80 ,$148.20 
HCHG PT GAIT TRAINING EA 15 MIN,97116,$124.00 ,$147.25 
HCHG PT THERAPEUTIC MASSAGE EA 15 MIN,97124,$108.80 ,$129.20 
HCHG PT MANUAL THERAPY EA 15 MIN,97140,$129.60 ,$153.90 
HCHG PT THERAPEUTIC ACTIVITY EA 15 MIN,97530,$128.80 ,$152.95 
HCHG PT SENSORY INTEGRATION EA 15 MIN,97533,$147.20 ,$174.80 
HCHG PT ADL TRAINING EA 15 MIN,97535,$137.60 ,$163.40 
HCHG PT COMMUNITY REINTEGRATION EA 15 MIN,97537,$119.20 ,$141.55 
HCHG PT WHEELCHAIR TRAINING EA 15 MIN,97542,$124.00 ,$147.25 
HCHG PT PHYSICAL PERFORMANCE TEST EA 15 MIN,97750,$144.80 ,$171.95 
HCHG PT ORTHOTIC TRAINING INITIAL EA 15 MIN,97760,$124.00 ,$147.25 
HCHG PT PROSTHETIC TRAINING INITIAL EA 15 MIN,97761,$150.40 ,$178.60 
HCHG PT MCAL SINGLE MODAL INIT 30,X3900,$304.80 ,$361.95 
HCHG PT APP LONG ARM CAST,29065,$484.80 ,$575.70 
HCHG PT APP LONG LEG CYLINDER,29365,$616.80 ,$732.45 
HCHG PT CANALITH REPOSITIONING,95992,$161.60 ,$191.90 
HCHG PT EVAL LOW COMPLEXITY,97161,$294.40 ,$349.60 
HCHG PT RE-EVAL ESTABLISHED PLAN CARE,97164,$200.00 ,$237.50 
HCHG OT EVAL LOW COMPLEXITY,97165,$298.40 ,$354.35 
HCHG OT RE-EVAL ESTABLISHED PLAN CARE,97168,$228.00 ,$270.75 
HCHG PT ORTHC/PROSTC MGMT SBSQ ENC,97763,$137.60 ,$163.40 
HCHG PT MECH TRACT,97012,$120.80 ,$143.45 
HCHG PT PARAFFIN BATH,97018,$100.00 ,$118.75 
HCHG PT WHIRLPOOL,97022,$158.40 ,$188.10 
HCHG PT PROC THER GP,97150,$148.80 ,$176.70 
HCHG PT E-STIM SUPERVISED,G0283,$100.80 ,$119.70 
HCHG PT EVAL MOD COMPLEXITY,97162,$323.20 ,$383.80 
HCHG PT EVAL HIGH COMPLEXITY,97163,$364.00 ,$432.25 
HCHG PT DEVEL TST PHYS/QHP 1ST HR,96112,$590.40 ,$701.10 
HCHG PT DEVEL TST PHYS/QHP EA ADDL 30 MIN,96113,$298.40 ,$354.35 
HCHG TH PT MCAL SINGLE MODALITY ADDITIONAL 15 MIN,X3902,$191.20 ,$227.05 
HCHG TH PT MCAL SINGLE PROCURE INITIAL 30 MIN,X3904,$406.40 ,$482.60 
HCHG TH PT MCAL SINGLE PROCURE ADDITIONAL 15 MIN,X3906,$206.40 ,$245.10 
HCHG TH PT MCAL TREAT COMBO INIT 30,X3908,$333.60 ,$396.15 
HCHG TH PT MCAL TX COMB PROC/MODALITIES ADDL 15 MN,X3910,$166.40 ,$197.60 
HCHG TH PT MCAL EVALUATION INITIAL 30 MIN,X3920,$324.80 ,$385.70 
HCHG TH PT MCAL RE-EVALUATION INITIAL 30 MIN,X3920,$275.20 ,$326.80 
HCHG TH PT MCAL EVALUATION ADDITIONAL 15 MIN,X3922,$191.20 ,$227.05 
HCHG TH PT MCAL RE-EVALUATION ADDITIONAL 15 MIN,X3922,$175.20 ,$208.05 
HCHG TH PT THERAPEUTIC EXERCISE EA 15 MIN,97110,$140.80 ,$167.20 
HCHG TH PT NEUROMUSCULAR REEDUCATION EA 15 MIN,97112,$136.00 ,$161.50 
HCHG TH PT GAIT TRAINING EA 15 MIN,97116,$124.00 ,$147.25 
HCHG TH PT THERAPEUTIC ACTIVITY EA 15 MIN,97530,$128.80 ,$152.95 
HCHG TH PT ADL TRAINING EA 15 MIN,97535,$137.60 ,$163.40 
HCHG TH PT MCAL SINGLE MODAL INIT 30,X3900,$304.80 ,$361.95 
HCHG TH PT EVAL LOW COMPLEXITY,97161,$294.40 ,$349.60 
HCHG TH PT RE-EVAL ESTABLISHED PLAN CARE,97164,$200.00 ,$237.50 
HCHG TH PT PROC THER GP,97150,$148.80 ,$176.70 
HCHG TH PT EVAL MOD COMPLEXITY,97162,$323.20 ,$383.80 
HCHG TH PT EVAL HIGH COMPLEXITY,97163,$364.00 ,$432.25 
HCHG TH PT DEVEL TST PHYS/QHP 1ST HR,96112,$590.40 ,$701.10 
HCHG TH PT DEVEL TST PHYS/QHP EA ADDL 30 MIN,96113,$298.40 ,$354.35 
HCHG TH PT WHEELCHAIR TRAINING EA 15 MIN,97542,$124.00 ,$147.25 
HCHG TH PT PHYSICAL PERFORMANCE TEST EA 15 MIN,97750,$144.80 ,$171.95 
HCHG TH PT ORTHOTIC TRAINING INITIAL EA 15 MIN,97760,$124.00 ,$147.25 
HCHG TH PT PROSTHETIC TRAINING INITIAL EA 15 MIN,97761,$150.40 ,$178.60 
HCHG OT MCAL EVALUATION INITIAL 30 MIN,X4100,$364.80 ,$433.20 
HCHG OT MCAL RE-EVALUATION INITIAL 30 MIN,X4100,$316.00 ,$375.25 
HCHG OT MCAL EVALUATION ADDITIONAL 15 MIN,X4102,$188.80 ,$224.20 
HCHG OT MCAL RE-EVALUATION ADDITIONAL 15 MIN,X4102,$166.40 ,$197.60 
HCHG OT APPLICATION SPLINT FINGER STATIC,29130,$436.00 ,$517.75 
HCHG OT STRAP SHOULDER,29240,$354.40 ,$420.85 
HCHG OT ELECTRICAL STIMULATION ATTENDED EA 15 MIN,97032,$125.60 ,$149.15 
HCHG OT IONTOPHORESIS EA 15 MIN,97033,$112.80 ,$133.95 
HCHG OT CONTRAST BATHS EA 15 MIN,97034,$80.00 ,$95.00 
HCHG OT ULTRASOUND EA 15 MIN,97035,$100.00 ,$118.75 
HCHG OT THERAPEUTIC EXERCISE EA 15 MIN,97110,$140.80 ,$167.20 
HCHG OT NEUROMUSCULAR REEDUCATION EA 15 MIN,97112,$136.00 ,$161.50 
HCHG OT AQUATIC THERAPY EA 15 MIN,97113,$125.60 ,$149.15 
HCHG OT THERAPEUTIC MASSAGE EA 15 MIN,97124,$96.00 ,$114.00 
HCHG OT MANUAL THERAPY EA 15 MIN,97140,$129.60 ,$153.90 
HCHG OT THERAPEUTIC ACTIVITY EA 15 MIN,97530,$128.80 ,$152.95 
HCHG OT SENSORY INTEGRATION EA 15 MIN,97533,$106.40 ,$126.35 
HCHG OT ADL TRAINING EA 15 MIN,97535,$137.60 ,$163.40 
HCHG OT COMMUNITY REINTEGRATION EA 15 MIN,97537,$119.20 ,$141.55 
HCHG OT WHEELCHAIR TRAINING EA 15 MIN,97542,$125.60 ,$149.15 
HCHG OT WORK CONDITIONING INITIAL 120 MIN,97545,$480.00 ,$570.00 
HCHG OT WORK CONDITIONING ADD 60 MIN,97546,$220.80 ,$262.20 
HCHG OT PHYSICAL PERFORMANCE TEST EA 15 MIN,97750,$144.00 ,$171.00 
HCHG OT ASSISTIVE TECHNOLOGIES ASSESSMENT EA 15 MIN,97755,$136.00 ,$161.50 
HCHG OT ORTHOTIC TRAINING INITIAL EA 15 MIN,97760,$125.60 ,$149.15 
HCHG OT PROSTHETIC TRAINING INITIAL EA 15 MIN,97761,$125.60 ,$149.15 
HCHG OT MCAL TX ADTL 15 MIN,X4112,$156.80 ,$186.20 
HCHG OT MCAL TREAT INIT 30,X4110,$325.60 ,$386.65 
HCHG OT MCAL COMBO MODAL ADD 15,X4112,$169.60 ,$201.40 
HCHG OT MCAL COMBO MODAL INIT 30,X4110,$344.00 ,$408.50 
HCHG OT COGNTVE TEST BY HC PRO,96125,$410.40 ,$487.35 
HCHG OT ORTHC/PROSTC MGMT SBSQ ENC,97763,$137.60 ,$163.40 
HCHG OT TX SWALL/ORAL FNX,92526,$349.60 ,$415.15 
HCHG OT EVAL FNX SWALL,92610,$487.20 ,$578.55 
HCHG OT ROM BODY WO HAND,95851,$323.20 ,$383.80 
HCHG OT ROM HAND,95852,$208.80 ,$247.95 
HCHG OT PARAFFIN BATH,97018,$100.00 ,$118.75 
HCHG OT WHIRLPOOL,97022,$158.40 ,$188.10 
HCHG OT GROUP THERAPY,97150,$148.80 ,$176.70 
HCHG OT DEBRIDE NON-SELECT,97602,$327.20 ,$388.55 
