Charge Number,Procedure Name,Procedure Code (CPT/HCPCS),Default Modifier,Gross Charge,Discounted Cash Charge ,Hospital Inpatient / Outpatient / Both
74251,"RADIOLOGIC EXAMINATION, SMALL BOWEL ENT",74251,TC, $722.00 , $418.76 ,Both
72072,"RADIOLOGIC EXAMINATION, SPINE,",72072,TC, $107.00 , $62.06 ,Both
72074,"RADIOLOGIC EXAMINATION, SPINE, 4VIEW",72074,TC, $123.00 , $71.34 ,Both
72052,"RADIOLOGIC EXAMINATION, SPINE, CERV",72052,TC, $177.00 , $102.66 ,Both
72040,"RADIOLOGIC EXAMINATION, SPINE, CERVICAL",72040,TC, $107.00 , $62.06 ,Both
72114,"RADIOLOGIC EXAMINATION, SPINE, LMBSACR",72114,TC, $177.00 , $102.66 ,Both
72120,"RADIOLOGIC EXAMINATION, SPINE, LUMBOSACA",72120,TC, $113.00 , $65.54 ,Both
72100,"RADIOLOGIC EXAMINATION, SPINE, LUMBOSACR",72100,TC, $107.00 , $62.06 ,Both
72020,"RADIOLOGIC EXAMINATION, SPINE, SINGLE VIEW, SPECIFY LEVEL",72020,TC, $64.00 , $37.12 ,Both
72070,"RADIOLOGIC EXAMINATION, SPINE,THORACIC",72070,TC, $85.00 , $49.30 ,Both
73100,"RADIOLOGIC EXAMINATION, WRIST, ANTEROPOS",73100,52, $64.00 , $37.12 ,Both
73100,"RADIOLOGIC EXAMINATION, WRIST, ANTEROPOS",73100,TC, $97.00 , $56.26 ,Both
73115,"RADIOLOGIC EXAMINATION, WRIST, ARTHROGRA",73115,TC, $395.00 , $229.10 ,Both
73110,"RADIOLOGIC EXAMINATION, WRIST, COMPL 3V",73110,52, $76.00 , $44.08 ,Both
73110,"RADIOLOGIC EXAMINATION, WRIST, COMPL 3V",73110,TC, $120.00 , $69.60 ,Both
70140,"RADIOLOGIC EXAMINATION,FACIAL BONES",70140,52, $61.00 , $35.38 ,Both
70140,"RADIOLOGIC EXAMINATION,FACIAL BONES",70140,TC, $84.00 , $48.72 ,Both
7014052,"RADIOLOGIC EXAMINATION,FACIAL BONES REDUCED",70140,52, $61.00 , $35.38 ,Both
72050,"RADIOLOGIC EXAMINATION,SPINE, CERVICAL",72050,TC, $147.00 , $85.26 ,Both
71120,"RADIOLOGIC EXAMINATION,STERNUM,MIN 2VS,",71120,52, $64.00 , $37.12 ,Both
71120,"RADIOLOGIC EXAMINATION,STERNUM,MIN 2VS,",71120,TC, $90.00 , $52.20 ,Both
73502,"RADIOLOGY EXAM, HIP, UNILATERAL, W PELVIS WHEN PERFORMED; 2 - 3 VIEWS",73502,TC, $136.00 , $78.88 ,Both
73503,"RADIOLOGY EXAM, HIP, UNILATRAL, W PELVIS WHEN PERFORMED; MINIMUM 4 VIEWS",73503,TC, $168.00 , $97.44 ,Both
78660,RADIONUCLIDE DACRYOCYSTOGRAPHY,78660,TC, $646.00 , $374.68 ,Both
78801,"RADIONUCLIDE LOCALIZATION OF TUMOR, PLANAR, 2 OR MORE AREAS, 1 OR MORE DAYS IMAGING",78801,TC," $1,014.00 ", $588.12 ,Both
78800,"RADIONUCLIDE LOCALIZATION OF TUMOR,PLANAR, SINGLE AREA, SINGLE DAY IMAGING",78800,TC, $928.00 , $538.24 ,Both
78802,"RADIONUCLIDE LOCALIZATION OF TUMOR,PLANAR,WHOLE BODY, SINGLE DAY IMAGE",78802,TC," $1,120.00 ", $649.60 ,Both
A9503343,"RADIOPHARM TC-99M,MEDRO UP TO 30 MCI,FAC",A9503,, $21.94 , $12.73 ,Both
A9537343,"RADIOPHARMACEUTICAL,CHOLETEC,<15 MIL H",A9537,, $89.56 , $51.94 ,Both
A9606,"RADIUM RA-223 DICHLORIDE, THERAPEUTIC, PER MICROCURIE",A9606,, $221.87 , $128.68 ,Both
79403,RADOPHRM TX MONOCLONAL ANTIBODY IV INFUS,79403,TC, $328.00 , $190.24 ,Both
78804,"RADPHRM LOC TUMR/DSTRB AGT;PLANAR WHOLE BODY, REQ 2/> DAYS IMAGING",78804,TC," $2,497.00 "," $1,448.26 ",Both
J2780250,"RANITIDINE HYDROCHLORIDE, PER 25MG, FAC FEE",J2780,, $8.87 , $5.14 ,Both
P9040390,RBCS LEUKOCYTES REDUCED IRRADTD EA UNIT,P9040,, $10.00 , $5.80 ,Both
M010155170,"REAMER,  5.5MM, LOW PROFILE, F/ACL TIGHTROPE (AR-1405LP-50)",,, $372.94 , $216.31 ,Both
M010155172,"REAMER,  6.0MM, LOW PROFILE, F/ACL TIGHTROPE (AR-1406LP)",,, $372.94 , $216.31 ,Both
PC103022,"REAMER,  6.5MM, LOW PROFILE, F/ACL TIGHTROPE (AR-1406LP-50)",,, $372.94 , $216.31 ,Both
M010155174,"REAMER,  7.0MM, LOW PROFILE, F/ACL TIGHTROPE (AR-1407LP)",,, $372.94 , $216.31 ,Both
M010155176,"REAMER,  8.5MM, LOW PROFILE, F/ACL TIGHTROPE (AR-1408LP-50)",,, $372.94 , $216.31 ,Both
M010140953,"REAMER,  8MM, LOW PROFILE, F/ACL TIGHTROPE (AR-1408LP)",,, $372.94 , $216.31 ,Both
M010140930,"REAMER,  9.5MM, LOW PROFILE, F/ACL TIGHTROPE (AR-1409LP-50)",,, $372.94 , $216.31 ,Both
PC102966,"REAMER,  9MM, LOW PROFILE, F/ACL TIGHTROPE (AR-1409LP)",,, $372.94 , $216.31 ,Both
PC105539,"REAMER, CONE, 22MM (58890222)",,, $635.25 , $368.45 ,Both
PC105538,"REAMER, CUP, 22MM (58890122)",,, $582.75 , $338.00 ,Both
PC106099,"REAMER, DEPTH, 2.0MM, STER (XDR20S)",,, $675.50 , $391.79 ,Both
PC102544,"REAMER, PHALANGEAL, 22MM (AR-8944PR-22)",,, $964.50 , $559.41 ,Both
84235,RECEPTOR ASSAY ENDOCRINE,84235,, $213.00 , $123.54 ,Both
84233,RECEPTOR ASSAY ESTROGEN,84233,, $263.00 , $152.54 ,Both
84238,RECEPTOR ASSAY NON -ENDOCRINE,84238,, $110.00 , $63.80 ,Both
84234,RECEPTOR ASSAY PROGESTERONE,84234,, $194.00 , $112.52 ,Both
P9038390,RED BLOOD CELLS IRRADIATED EACH UNIT,P9038,, $10.00 , $5.80 ,Both
P9021381,"RED BLOOD CELLS, EACH UNIT, FACILITY ONLY",P9021,, $208.00 , $120.64 ,Both
78130,RED CELL SURVIVAL STUDY,78130,TC, $407.00 , $236.06 ,Both
PC106433,"REGENERATION MATRIX, DURAL, 3 X 3"", DURAGEN SECURE (DRM1033)",,," $1,397.38 ", $810.48 ,Both
PC107024,"REGENERATION MATRIX, DURAMATRIX-ONLAY PLUS, 1 X 3"" (DMOP13)",,," $1,021.50 ", $592.47 ,Both
PC107067,"REGENERATION MATRIX, DURAMATRIX-ONLAY PLUS, 2 X 2"" (DMOP22)",,," $1,122.80 ", $651.22 ,Both
M0032027,"RELOAD, LIN CUTTER, STD, 55MM, TCR55",,, $17.89 , $10.38 ,Both
28192450,"REM FB FOOT DEEP, ER FEE",28192,," $2,340.00 "," $1,357.20 ",Both
77772,"REMOTE AFTERLOADING HGH DOSE RTE RADIONUCLI  INTERSTITIAL OR INTRA BRACHY, > 12 CHANNELS",77772,TC," $2,499.00 "," $1,449.42 ",Both
77770,"REMOTE AFTERLOADING HGH DOSE RTE RADIONUCLI  INTERSTITIAL OR INTRA BRACHY, 1 CHANNEL",77770,TC, $938.00 , $544.04 ,Both
77771,"REMOTE AFTERLOADING HGH DOSE RTE RADIONUCLI  INTERSTITIAL OR INTRA BRACHY, 2-12 CHANNELS",77771,TC," $1,609.00 ", $933.22 ,Both
77767,"REMOTE AFTRLOADING HIGH DOSE  SKIN SURFACE RADIONUC BRACHY,  LESION DIAM UP TO 2.0 CM OR 1 CHAN",77767,TC, $741.00 , $429.78 ,Both
77768,"REMOTE AFTRLOADING HIGH DOSE RADIONUCLI  BRACHY, LESION DIAM > 2.0 CM & 2 OR > CHAN OR MULTI LES",77768,TC," $1,150.00 ", $667.00 ,Both
74235,"REMOVAL OF FOREIGN BODY(S), ESOPHAGEAL",74235,TC, $443.00 , $256.94 ,Both
69200450,"REMOVE FB, EXTERNAL AUDITORY CANAL, W/O ANES ED",69200,, $186.00 , $107.88 ,Both
65205450,"REMOVE FB, EXTERNAL EYE, CONJUNCTIVA ED",65205,, $186.00 , $107.88 ,Both
65222450,"REMOVE FB, EXTERNAL EYE, W/ SLIT LAMP ED",65222,, $186.00 , $107.88 ,Both
65220450,"REMOVE FB, EXTERNAL EYE, W/O SLIT LAMP ED",65220,, $620.00 , $359.60 ,Both
30300450,"REMOVE FB, INTRANASAL, OFFICE TYPE ED",30300,, $186.00 , $107.88 ,Both
69210450,"REMV CERUMEN, ER FEE",69210,, $94.00 , $54.52 ,Both
80069,RENAL FUNCTION PANEL,80069,, $26.00 , $15.08 ,Both
80416,RENAL VEIN RENIN STIMULATION PANEL,80416,, $627.00 , $363.66 ,Both
84244,RENIN,84244,, $66.00 , $38.28 ,Both
49560761,REPAIR INITIAL INCISIONAL HERNIA MOR,49560,," $5,301.00 "," $3,074.58 ",Both
12004450,"REPAIR SUPERF.WOUND(S) 7.6, ER FEE",12004,, $298.00 , $172.84 ,Both
12002450,"REPAIR SUPERFICIAL WND, 2.6-7.5, ER FEE",12002,, $298.00 , $172.84 ,Both
12001450,"REPAIR SUPERFICIAL, 2.5, ER FEE",12001,, $298.00 , $172.84 ,Both
13131450,"REPAIR WOUND,COMP, 1.1, ER FEE",13131,, $545.00 , $316.10 ,Both
13132450,"REPAIR WOUND,COMP.HEAD 2.6/7.5, ER FEE",13132,, $847.00 , $491.26 ,Both
62252,REPROGRAM PROGRAMMABLE CSF SHUNT,62252,TC, $142.00 , $82.36 ,Both
85635,REPTILASE TEST,85635,, $30.00 , $17.40 ,Both
94375,RESPIRATORY FLOW VOLUME LOOP,94375,TC, $87.00 , $50.46 ,Both
I77293,RESPIRATORY MOTION MANAGEMENT SIMULATION,77293,," $1,393.00 ", $807.94 ,Both
PC106885,"RESTRICTOR, CEMENT, BUCK, 18.5MM (71279422)",C1713,, $127.46 , $73.93 ,Both
PC106690,"RESTRICTOR, CEMENT, SMALL,  6MM, BIOMET (414992)",C1713,, $378.00 , $219.24 ,Both
PC106692,"RESTRICTOR, CEMENT, SMALL, 10MM, BIOMET (414994)",C1713,, $378.00 , $219.24 ,Both
85055,RETICULATED PLATELET ASSAY,85055,, $107.00 , $62.06 ,Both
M0201450,RETRACTOR PUPIL EXPANDER MALYUGIN RING,,, $281.00 , $162.98 ,Both
PC105561,"RETRACTOR, PUPIL EXPANDER, I-RING, W/ INSERTER (587000)",,, $250.99 , $145.57 ,Both
M010253097,"RETRACTOR, WOUND, ALEXIS O, LG, RIGID RETRACT RING (C8403)",,, $187.50 , $108.75 ,Both
M010277613,"RETRACTOR, WOUND, ALEXIS O, MED, RIGID RETRACT RING (C8402)",,, $135.00 , $78.30 ,Both
M010277612,"RETRACTOR, WOUND, ALEXIS O, SM, RIGID RETRACT RING (C8401)",,, $32.40 , $18.79 ,Both
M0210779,"RETRACTOR, WOUND, ALEXIS, LG, F/9-14CM INCISION, C-SECTION",,, $156.25 , $90.63 ,Both
PC101654,RETROCUTTER 10MM,,, $490.00 , $284.20 ,Both
86430,RHEUMATOID FACTOR QUALITATIVE,86430,, $18.00 , $10.44 ,Both
86431,RHEUMATOID FACTOR QUANTITATIVE,86431,, $17.00 , $9.86 ,Both
J2790250,"RHO (D)IMMUNE GLOBULIN, HUMAN, FAC FEE",J2790,, $169.09 , $98.07 ,Both
J2788636,"RHO D IG HUMAN MINIDOSE 50 MCG, FAC FEE",J2788,, $41.49 , $24.06 ,Both
84252,RIBOFLAVIN (VITAMIN V-2),84252,, $61.00 , $35.38 ,Both
86757,RICKETTSIA ANTIBODY,86757,, $58.00 , $33.64 ,Both
93451,RIGHT HEART CATH O2 SATURATION & CARDIAC OUTPUT,93451,TC," $2,968.00 "," $1,721.44 ",Both
M010266627,"RING, LENS, SUTURELESS, AWH (41.00)",,, $861.00 , $499.38 ,Both
PC107078,"RING, O, RUBBER, F/BRACHYTHERAPY (CTG1517-001)",,, $125.00 , $72.50 ,Both
J7120258,"RINGER'S LACTATE SOLUTION, FAC FEE",J7120,, $5.73 , $3.32 ,Both
J0696250,"ROCPHIN (CEFTRIAXONE SODM) PER 250MG, FAC FEE",J0696,, $0.51 , $0.30 ,Both
M010134344,"ROD, CARBON FIBER, 11.0 X 400MM, MR SAFE, LG EX FIX (394.87)",C1776,, $394.34 , $228.72 ,Both
M010092485,"ROD, REAMING, 2.5 X 950MM, W/ BALL TIP(351.706S)",,, $182.85 , $106.05 ,Both
J2795,ROPIVACAINE HCL INJ 1 MG,J2795,, $0.21 , $0.12 ,Both
36415,ROUTINE VENIPUNCTURE,36415,, $9.00 , $5.22 ,Both
12011450,"RPR SUPERFICIAL WOUND, ER FEE",12011,, $298.00 , $172.84 ,Both
12013450,"RPR SUPERFICL WOUND, 2.6, ER FEE",12013,, $298.00 , $172.84 ,Both
13121450,"RPR WOUND COMPLEX SCALP 2.6, ER FEE",13121,, $847.00 , $491.26 ,Both
M010227305,"RSP, BASEPLATE, GLENOID, 6.5 X 30MM, HA (508-32-104)",C1713,," $1,050.00 ", $609.00 ,Both
M010227306,"RSP, BASEPLATE, GLENOID, 6.5 X 30MM, HA (508-32-104)",C1776,," $1,050.00 ", $609.00 ,Both
M010227281,"RSP, BONE SCREW, LCKG, 5 X 14MM, F/GLENOID BASE (506-03-114)",C1713,, $75.00 , $43.50 ,Both
M010227282,"RSP, BONE SCREW, LCKG, 5 X 18MM, F/GLENOID BASE (506-03-118)",C1713,, $75.00 , $43.50 ,Both
M010227284,"RSP, BONE SCREW, LCKG, 5 X 26MM, F/GLENOID BASE (506-03-126)",C1713,, $75.00 , $43.50 ,Both
M010227285,"RSP, BONE SCREW, LCKG, 5 X 30MM, F/GLENOID BASE (506-03-130)",C1713,, $75.00 , $43.50 ,Both
87807,RSV ASSAY W/OPTIC,87807,, $39.00 , $22.62 ,Both
85613,RUSSELL VIPER VENOM TIME DILUTED,85613,, $29.00 , $16.82 ,Both
85612,RUSSELL VIPER VENOM TIME UNDILUTED,85612,, $52.00 , $30.16 ,Both
93278,SAECG,93278,TC, $72.00 , $41.76 ,Both
76831,"SALINE INFUSION SONOHYSTEROGRAPHY (SIS), BACK OFFICE",76831,TC, $334.00 , $193.72 ,Both
78232,SALIVARY GLAND FUNCTION STUDY,78232,TC, $342.00 , $198.36 ,Both
78230,SALIVARY GLAND IMAGING,78230,TC, $621.00 , $360.18 ,Both
78231,"SALIVARY GLAND IMAGING, SERIAL IMAGES",78231,TC, $342.00 , $198.36 ,Both
J2820636,"SARGRAMOSTIM (GM-CFS), 50 MCG, FAC FEE",J2820,, $75.19 , $43.61 ,Both
92132,SCAN ANT SEGMENT W/INTERP & REPORT; UNIL OR BILAT,92132,TC, $58.00 , $33.64 ,Both
77063,"SCREENING DIGITAL BREAST TOMOSYNTHESIS, BILATERAL",77063,TC, $100.00 , $58.00 ,Both
M0102797,SCREW BONE 2.7MM 20MM DCP SS SHRT/THRD DISTAL CORT,C1713,, $39.33 , $22.81 ,Both
M0098769,"SCREW CANCELLOUS, 4.0 MM X 32 MM",C1713,, $298.00 , $172.84 ,Both
PC100462,SCREW CANN BONE 24.0MM MINI ACUTRAK 2,C1713,, $840.00 , $487.20 ,Both
PC101229,SCREW CORT 1MMX7MM SLF TAPP,C1713,, $245.25 , $142.25 ,Both
M0040084,SCREW CORT 3.5MM X 24MM SLF TAP,C1713,, $73.00 , $42.34 ,Both
M0106265,SCREW CORTEX 3.5 X 34MM,C1713,, $302.00 , $175.16 ,Both
M0106267,SCREW CORTEX 3.5 X 36MM,C1713,, $302.00 , $175.16 ,Both
M0098644,SCREW CORTEX SM 3.5MM X26MM HEX ST STEEL,C1713,, $32.50 , $18.85 ,Both
M0097194,"SCREW CORTICAL,3.5MM X30MM,HUMERAL SYST.",C1713,, $82.00 , $47.56 ,Both
PC101665,SCREW CRUCIFORM 2.7 X 6MM,C1713,, $96.00 , $55.68 ,Both
PC101666,SCREW CRUCIFORM 2.7 X 8MM,C1713,, $96.00 , $55.68 ,Both
PC101808,SCREW INTERF 8X23MM SHTHD BIOCOMP FT,C1713,, $450.00 , $261.00 ,Both
PC101676,SCREW INTERFER 10X28MM FULL THRD BIOCOMP,C1713,, $450.00 , $261.00 ,Both
PC101651,SCREW INTERFER 11X28MM FULL THRD BIOCOMP,C1713,, $450.00 , $261.00 ,Both
PC101614,SCREW INTERFER 8X23MM SHTHD BIOCOMP,C1713,, $450.00 , $261.00 ,Both
PC100257,SCREW PERI LOCKING 3.5 X 44MM,C1713,, $174.25 , $101.07 ,Both
PC100690,SCREW PERI LOCKING CANN 3.5 X 35MM,C1713,, $226.13 , $131.16 ,Both
PC104768,"SCREW, 1.5 X 07MM, TRILOCK, HEXADRIVE 4, TITAN (A-5250.07/1)",C1713,, $271.58 , $157.52 ,Both
PC104769,"SCREW, 1.5 X 11MM, TRILOCK, HEXADRIVE 4, TITAN (A-5250.11/1)",C1713,, $271.58 , $157.52 ,Both
PC104770,"SCREW, 1.5 X 13MM, TRILOCK, HEXADRIVE 4, TITAN (A-5250.13/1)",C1713,, $281.58 , $163.32 ,Both
PC104730,"SCREW, 2.0 X 13MM, QUICKFIX, FOREFOOT, TITAN (AR-8930-13)",C1713,, $440.00 , $255.20 ,Both
PC105270,"SCREW, 2.0 X 14MM, QUICKFIX, FOREFOOT, TITAN (AR-8930-14)",C1713,, $480.00 , $278.40 ,Both
PC104849,"SCREW, 2.4 X 12MM, LCKG, MINI, VARIABLE  (VAR-031-24-12)",C1713,, $265.50 , $153.99 ,Both
PC104524,"SCREW, 2.4 X 16MM, NON-LCKG, MINI MAXLOCK EXTR(MXM-011-24-16)",C1713,, $259.88 , $150.73 ,Both
PC106411,"SCREW, 2.4 X 18MM, NON-LCKG, MINI MAXLOCK EXTR(MXM-011-24-18)",C1713,, $353.25 , $204.89 ,Both
PC106362,"SCREW, 2.4 X 20MM, LCKG, MINI MAXLOCK EXTREME(MXM-021-24-20)",C1713,, $353.25 , $204.89 ,Both
PC106365,"SCREW, 2.4 X 20MM, NON-LCKG, MINI MAXLOCK EXTR(MXM-011-24-20)",C1713,, $353.25 , $204.89 ,Both
PC106363,"SCREW, 2.4 X 22MM, LCKG, MINI MAXLOCK EXTREME(MXM-021-24-22)",C1713,, $353.25 , $204.89 ,Both
PC106364,"SCREW, 2.4 X 22MM, NON-LCKG, MINI MAXLOCK EXTR(MXM-011-24-22)",C1713,, $353.25 , $204.89 ,Both
PC102395,"SCREW, 2.5 X 16MM, ZP COMPRESSION (HCS-010-25-16)",C1713,, $450.00 , $261.00 ,Both
PC104417,"SCREW, 2.7 X 08MM, LCKG, MINI MAXLOCK EXTREME (MXM-021-27-08",C1713,, $259.88 , $150.73 ,Both
PC103686,"SCREW, 2.7 X 12MM, NON-LCKG, MINI MAXLOCK EXTR(MXM-011-27-12",C1713,, $259.88 , $150.73 ,Both
PC103692,"SCREW, 2.7 X 16MM, NON-LCKG, MINI MAXLOCK EXTR(MXM-011-27-16)",C1713,, $259.88 , $150.73 ,Both
PC106147,"SCREW, 2.7 X 20MM, BIOCOMPRESSION (AR-5025B-20)",C1713,, $691.25 , $400.93 ,Both
PC104535,"SCREW, 2.7 X 24MM, LCKG, MINI MAXLOCK EXTREME (MXM-021-27-24",C1713,, $259.88 , $150.73 ,Both
PC106165,"SCREW, 3.0 X 18MM, BIOCOMPRESSION (AR-5025B-18)",C1713,, $589.75 , $342.06 ,Both
PC106166,"SCREW, 3.0 X 22MM, BIOCOMPRESSION (AR-5025B-22)",C1713,, $691.25 , $400.93 ,Both
PC106167,"SCREW, 3.0 X 24MM, BIOCOMPRESSION (AR-5025B-24)",C1713,, $691.25 , $400.93 ,Both
PC106168,"SCREW, 3.0 X 26MM, BIOCOMPRESSION (AR-5025B-26)",C1713,, $691.25 , $400.93 ,Both
PC105339,"SCREW, 3.0 X 28MM, HEADLESS (IH3028)",C1713,, $581.00 , $336.98 ,Both
PC105708,"SCREW, 3.2 X 16MM, LONG THRD, ZP COMPRESSION(HCS-010-32-16L",C1713,, $570.50 , $330.89 ,Both
PC104867,"SCREW, 3.2 X 22MM, ZP COMPRESSION (HCS-010-32-22L)",C1713,, $570.50 , $330.89 ,Both
PC104562,"SCREW, 3.2 X 38MM, ZP COMPRESSION (HCS-010-32-38L)",C1713,, $495.60 , $287.45 ,Both
M0099563,"SCREW, 3.5 MM SHAFT, SM HEX, 34 X 12 MM",C1713,, $33.00 , $19.14 ,Both
PC104559,"SCREW, 3.5 X 08MM, NON-LCKG, MAXLOCK EXTREME (MFT-011-35-08",C1713,, $429.98 , $249.39 ,Both
M010689962,"SCREW, 3.5 X 12MM, NON-LCKG, MIDFOOT MOD, TITAN (AR-8935-12)",C1713,, $150.00 , $87.00 ,Both
PC105852,"SCREW, 3.5 X 14MM, LCKG, MIDFOOT MOD (AR-8935L-14)",C1713,, $212.50 , $123.25 ,Both
PC105853,"SCREW, 3.5 X 16MM, LCKG, MIDFOOT MOD (AR-8935L-16)",C1713,, $212.50 , $123.25 ,Both
PC104580,"SCREW, 3.5 X 18MM, BIOCOMPRESSION, CANN (AR-5026B-18)",C1713,, $691.25 , $400.93 ,Both
PC105962,"SCREW, 3.5 X 18MM, NON-LCKG, MIDFOOT MOD, TITAN (AR-8935-18)",C1713,, $150.00 , $87.00 ,Both
PC104905,"SCREW, 3.5 X 24MM, LCKG, MIDFOOT MOD (AR-8935L-24)",C1713,, $212.50 , $123.25 ,Both
PC104643,"SCREW, 3.5 X 28MM, NON-LCKG, MIDFOOT MOD, TITAN (AR-8935-28)",C1713,, $137.50 , $79.75 ,Both
PC104847,"SCREW, 3.5 X 30MM, LCKG, MIDFOOT MOD (AR-8935L-30)",C1713,, $187.50 , $108.75 ,Both
PC105963,"SCREW, 3.5 X 30MM, NON-LCKG, MIDFOOT MOD, TITAN (AR-8935-30)",C1713,, $150.00 , $87.00 ,Both
PC104257,"SCREW, 3.5 X 32MM, LCKG, MIDFOOT MOD (AR-8935L-32)",C1713,, $187.50 , $108.75 ,Both
PC104887,"SCREW, 3.5 X 34MM, NON-LCKG, MIDFOOT MOD, TITAN (AR-8935-34)",C1713,, $137.50 , $79.75 ,Both
PC102054,"SCREW, 3.5 X 35MM, LCKG, CALCLOCK (CAT-021-35-35)",C1713,, $408.00 , $236.64 ,Both
PC106390,"SCREW, 3.5 X 36MM, LCKG, MIDFOOT MOD (AR-8935L-36)",C1713,, $212.50 , $123.25 ,Both
PC102055,"SCREW, 3.5 X 37.5MM, LCKG, CALCLOCK (CAT-021-35-375)",C1713,, $408.00 , $236.64 ,Both
PC106391,"SCREW, 3.5 X 38MM, LCKG, MIDFOOT MOD (AR-8935L-38)",C1713,, $212.50 , $123.25 ,Both
PC106430,"SCREW, 3.5 X 38MM, NON-LCKG, MIDFOOT MOD, TITAN (AR-8935-38)",C1713,, $150.00 , $87.00 ,Both
PC105056,"SCREW, 3.5 X 40MM, NON-LCKG, MIDFOOT MOD, TITAN (AR-8935-40)",C1713,, $150.00 , $87.00 ,Both
PC102695,"SCREW, 3.5 X 42MM, NON-LCKG, MIDFOOT MOD, TITAN (AR-8935-42)",C1713,, $158.75 , $92.08 ,Both
PC104560,"SCREW, 3.5 X 50MM, NON-LCKG, MAXLOCK EXTREME (MFT-011-35-50",C1713,, $429.98 , $249.39 ,Both
PC106709,"SCREW, 3.5 X 50MM, NON-LCKG, MIDFOOT MOD, TITAN (AR-8935-50)",C1713,, $150.00 , $87.00 ,Both
PC106710,"SCREW, 3.5 X 54MM, NON-LCKG, MIDFOOT MOD, TITAN (AR-8935-54)",C1713,, $150.00 , $87.00 ,Both
PC103904,"SCREW, 4.0 X 22MM, SHORT THREAD, MAXTORQUE(MSD-010-40-022S",C1713,, $451.50 , $261.87 ,Both
PC105340,"SCREW, 4.0 X 24MM, HEADLESS (IH4024)",C1713,, $708.75 , $411.08 ,Both
PC105624,"SCREW, 4.0 X 24MM, NON-LCKG, PT, MAXLOCK EXTR(MFT-011-40P-24",C1713,, $514.00 , $298.12 ,Both
PC104372,"SCREW, 4.0 X 24MM, SHORT THREAD, MAXTORQUE (MSD-010-40-024S)",C1713,, $451.50 , $261.87 ,Both
PC102051,"SCREW, 4.0 X 26MM, NON-LCKG, CALCLOCK (CAT-011-40-26)",C1713,, $434.00 , $251.72 ,Both
PC105707,"SCREW, 4.0 X 26MM, NON-LCKG, PT, MAXLOCK EXTR(MFT-011-40P-26",C1713,, $514.00 , $298.12 ,Both
PC102532,"SCREW, 4.0 X 30MM, LONG THREAD, MAXTORQUE (MSD-010-40-030L",C1713,, $430.00 , $249.40 ,Both
PC102056,"SCREW, 4.0 X 30MM, PT, CALCLOCK (CAT-011-40P-30)",C1713,, $408.00 , $236.64 ,Both
PC102533,"SCREW, 4.0 X 32.5MM, LONG THREAD, MAXTORQUE (MSD-010-40-325L",C1713,, $430.00 , $249.40 ,Both
PC105341,"SCREW, 4.0 X 32MM, HEADLESS (IH4032)",C1713,, $708.75 , $411.08 ,Both
PC102052,"SCREW, 4.0 X 35MM, NON-LCKG, CALCLOCK (CAT-011-40-35)",C1713,, $434.00 , $251.72 ,Both
PC102057,"SCREW, 4.0 X 35MM, PT, CALCLOCK (CAT-011-40P-35)",C1713,, $408.00 , $236.64 ,Both
PC102053,"SCREW, 4.0 X 37.5MM, NON-LCKG, CALCLOCK (CAT-011-40-375)",C1713,, $434.00 , $251.72 ,Both
PC102058,"SCREW, 4.0 X 37.5MM, PT, CALCLOCK (CAT-011-40P-375)",C1713,, $408.00 , $236.64 ,Both
PC105098,"SCREW, 4.0 X 40MM, LOW PROF, LONG THRD (AR-8840PL-40)",C1713,, $96.25 , $55.83 ,Both
PC102059,"SCREW, 4.0 X 40MM, PT, CALCLOCK (CAT-011-40P-40)",C1713,, $408.00 , $236.64 ,Both
PC103951,"SCREW, 4.0 X 40MM, SHORT THREAD, MAXTORQUE(MSD-010-40-040S",C1713,, $451.50 , $261.87 ,Both
PC105099,"SCREW, 4.0 X 50MM, LOW PROF, LONG THRD (AR-8840PL-50)",C1713,, $96.25 , $55.83 ,Both
PC106811,"SCREW, 4.5 X 18MM, LCKG, LOW PROF (AR-8545L-18)",C1713,, $558.00 , $323.64 ,Both
PC106911,"SCREW, 4.5 X 20MM, LCKG, LOW PROF (AR-8545L-20)",C1713,, $558.00 , $323.64 ,Both
PC106793,"SCREW, 4.5 X 22MM, LCKG, LOW PROF (AR-8545L-22)",C1713,, $558.00 , $323.64 ,Both
PC106493,"SCREW, 4.5 X 24MM, LCKG, LOW PROF (AR-8545L-24)",C1713,, $438.75 , $254.48 ,Both
M010582703,"SCREW, 4.5 X 26MM, LCKG, LOW PROF (AR-8545L-26)",C1713,, $438.75 , $254.48 ,Both
PC106494,"SCREW, 4.5 X 28MM, LCKG, LOW PROF (AR-8545L-28)",C1713,, $438.75 , $254.48 ,Both
M010527906,"SCREW, 4.5 X 30MM, NON-LCKG, LOW PROF (AR-8545-30)",C1713,, $187.50 , $108.75 ,Both
PC106495,"SCREW, 4.5 X 32MM, LCKG, LOW PROF (AR-8545L-32)",C1713,, $438.75 , $254.48 ,Both
PC106521,"SCREW, 4.5 X 32MM, NON-LCKG, LOW PROF (AR-8545-32)",C1713,, $187.50 , $108.75 ,Both
M010656580,"SCREW, 4.5 X 34MM, LCKG, LOW PROF (AR-8545L-34)",C1713,, $438.75 , $254.48 ,Both
M010527911,"SCREW, 4.5 X 34MM, NON-LCKG, LOW PROF (AR-8545-34)",C1713,, $187.50 , $108.75 ,Both
