 PROCEDURE DESCRIPTION , PRICE , REVENUE CODE , CPT CODE , ALTERNATE CPT HCPC , CPT HCPC MODIFIER 
SPAREREAMER TUBE FOR HOLLOW REAMER (309.035)," $1,011 ", 272 ,  ,  ,  
SPAREREAMER TUBE FOR HOLLOW REAMER (309.200), $784 , 272 ,  ,  ,  
SPAREREAMER TUBE FOR HOLLOW REAMER (309.450)," $1,011 ", 272 ,  ,  ,  
SPASTICITY SPLINT, $200 , 270 ,  ,  ,  
SPATULA OPHTHALMIC PATON 2 END, $594 , 272 ,  ,  ,  
SPATULA SURGICAL TAKA STAINLESS STEEL L8 IN L2.2 MM BRAIN, $398 , 272 ,  ,  ,  
SPATULA SURGICAL TAKA STAINLESS STEEL L8 IN L3.8 MM BRAIN, $398 , 272 ,  ,  ,  
SPATULA SURGICAL TAKA STAINLESS STEEL L8 IN L5.8 MM BRAIN, $398 , 272 ,  ,  ,  
SPATULA SURGICAL TAKA STAINLESS STEEL L8 IN L7 MM BRAIN M, $398 , 272 ,  ,  ,  
SPEAKING VALVES, $200 , 270 ,  ,  ,  
SPECIALTY AIMING ARM FOR TI FEMORAL NAILS," $4,009 ", 272 ,  ,  ,  
SPECIALTY LOCKING MEASURING DEVICE FOR TI FEMORAL NAILS-E, $568 , 272 ,  ,  ,  
SPECIALTY TEST VMR-BREATH," $1,862 ", 272 ,  ,  ,  
SPECIMEN CONTAINER, $200 , 270 ,  ,  ,  
SPECIMEN TRAPS, $200 , 270 ,  ,  ,  
SPECULUM EAR OVAL OBLIQUE OD4.5-3.5 MM BLACK, $485 , 272 ,  ,  ,  
SPECULUM EAR OVAL OD3 MM OBLIQUE BLACK, $485 , 272 ,  ,  ,  
SPECULUM RECTAL BODENHAMMER, $336 , 272 ,  ,  ,  
SPECULUM STEINER VAGINAL," $1,596 ", 272 ,  ,  ,  
SPECULUM VAGINAL BREISKY L12 IN L100 MM X W20 MM, $249 , 272 ,  ,  ,  
SPECULUM VAGINAL BREISKY L12.75 IN L130 MM X W30 MM, $280 , 272 ,  ,  ,  
SPECULUM VAGINAL XXL, $532 , 272 ,  ,  ,  
SPEED NUT, $624 , 272 ,  ,  ,  
SPENCE/SPENCO BOOTS EA, $200 , 274 ,  ,  ,  
SPICA & 1/2 CAST, $200 , 270 ,  ,  ,  
SPIRAL BLADE AIMING ARM FOR TI CANNULATED HUMERAL NAILS-E," $3,713 ", 272 ,  ,  ,  
SPIRAL BLADE CONNECTING SCREW," $3,782 ", 272 ,  ,  ,  
SPIRAL BLADE INSERTER FOR HINDFOOT ARTHRODESIS NAIL-EX," $3,750 ", 272 ,  ,  ,  
SPIRAL BLADE INSERTER FOR TI HUMERAL NAILS," $2,831 ", 272 ,  ,  ,  
SPIRAL BLADE MEASURING DEVICE FOR RETROGRADE FEMORAL NAIL, $568 , 272 ,  ,  ,  
SPIRAL BLADE MEASURING DEVICE FOR TI CANN HUMERAL NAILS-E," $2,093 ", 272 ,  ,  ,  
SPLINT AFO, $200 , 270 ,  ,  ,  
SPLINT ARMPIT TO ELBOW, $200 , 270 ,  ,  ,  
SPLINT ULNAR DEVIAT, $200 , 270 ,  ,  ,  
SPLINTS, $200 , 270 ,  ,  ,  
SPLIT TISSUE PROTECTION SLEEVE 2.5MM," $2,192 ", 272 ,  ,  ,  
SPLIT TISSUE PROTECTION SLEEVE 5.0MM," $2,398 ", 272 ,  ,  ,  
SPLIT TISSUE PROTECTION SLEEVE 5MM," $2,192 ", 272 ,  ,  ,  
SPONGE ABSORBABLE HELISTAT L4 IN X W3 IN 5 ML HEMOSTATIC," $5,237 ", 272 ,  ,  ,  
SPONGE ABSORBABLE SOFT SPONGE L.25 IN BEIGE," $2,600 ", 272 ,  ,  ,  
"SPONGE PEANUT 3/8"" XRAY DETECTABLE 5/PG", $200 , 272 ,  ,  ,  
SPOON RETRACTOR LARGE," $1,742 ", 272 ,  ,  ,  
SPOON RETRACTOR MEDIUM," $1,624 ", 272 ,  ,  ,  
SPREADER SHOULDER / LEFT BEND," $4,055 ", 272 ,  ,  ,  
SPREADER SHOULDER / RIGHT BEND," $4,055 ", 272 ,  ,  ,  
SPREADER SURGICAL RUGGLES L5.5 IN," $5,037 ", 272 ,  ,  ,  
SPREADER SURGICAL RUGGLES L7.25 IN," $4,436 ", 272 ,  ,  ,  
SPREADER SURGICAL RUGGLES LARGE L9.5 IN," $2,868 ", 272 ,  ,  ,  
SPREADER SURGICAL RUGGLES SMALL L6 IN," $1,950 ", 272 ,  ,  ,  
SPREADING HAND SPLINT, $200 , 270 ,  ,  ,  
SPRING GRIP, $200 , 270 ,  ,  ,  
SPRING INDORS/PLANT CONTR ANK, $200 , 274 ,  ,  ,  
SPRINGS ON DORSAL/PLANTAR CONT, $200 , 270 ,  ,  ,  
STABILIZATION BOLT FOR LISS INSERTION GUIDES, $778 , 272 ,  ,  ,  
STACKING CONES, $200 , 270 ,  ,  ,  
STAND FOR ALIGNMENT ROD," $1,312 ", 272 ,  ,  ,  
STAND LIGHT SOURCE MLX XENON 300W FLOOR," $1,928 ", 272 ,  ,  ,  
STAND SMALL FOR ALIGNMENT ROD, $984 , 272 ,  ,  ,  
STANDARD AIMING ARM FOR TI CANNULATED HUMERAL NAILS-EX," $3,713 ", 272 ,  ,  ,  
STANDARD ALUMINUM CASE BLUE, $893 , 272 ,  ,  ,  
STANDARD ALUMINUM CASE BLUE WITH WHITE (SILVER) LID, $893 , 272 ,  ,  ,  
STANDARD ALUMINUM CASE BROWN, $893 , 272 ,  ,  ,  
STANDARD ALUMINUM CASE HIGH BROWN WITH WHITE (SILVER) LID, $893 , 272 ,  ,  ,  
STANDARD ALUMINUM CASE HIGH RED, $893 , 272 ,  ,  ,  
STANDARD ALUMINUM CASE HIGH RED WITH WHITE (SILVER) LID, $893 , 272 ,  ,  ,  
STANDARD ALUMINUM CASE RED WITH WHITE LID, $893 , 272 ,  ,  ,  
STANDARD CABLE," $1,309 ", 272 ,  ,  ,  
STANDARD CONSOLE W/IRRIGATION FOR ELECTRIC PEN DRIVE," $14,823 ", 272 ,  ,  ,  
STANDARD CONSOLE WITHOUT IRRIGATION F/ELECTRIC PEN DRV," $13,376 ", 272 ,  ,  ,  
STANDARD INSERTION HANDLE," $4,743 ", 272 ,  ,  ,  
STANDARD TI LOCKING SLEEVE," $1,185 ", 272 ,  ,  ,  
STANDARD TI LOCKING SLV-STER F/13-15 TI CANN FEMORAL NAIL," $1,349 ", 272 ,  ,  ,  
"STANDING ""A"" FRAME", $200 , 270 ,  ,  ,  
STANDOFF 40MM LONG, $222 , 272 ,  ,  ,  
STANDOFF 50MM LONG, $289 , 272 ,  ,  ,  
STAPLE BONE COMPRESSION 151MM STAINLESS STEEL," $1,700 ", 272 ,  ,  ,  
STAPLE BONE STAINLESS STEEL 15I L15 MM COMPRESSION DISPOS," $1,700 ", 272 ,  ,  ,  
STAPLE BONE STAINLESS STEEL L20 MM X W20 MM ORTHOPEDIC CO," $1,700 ", 272 ,  ,  ,  
STAPLE REMOVAL KIT, $200 , 270 ,  ,  ,  
STAPLE SKIN DISPOSABLE #8886803712 BX/12, $200 , 272 ,  ,  ,  
STAPLER #030450 ENDO RELOAD 30-2.0 7/BX, $200 , 272 ,  ,  ,  
STAPLER #030451 ENDO RELOAD 30-2.5 10/BX," $1,668 ", 272 ,  ,  ,  
STAPLER #030453 ENDO RELOAD 45-2.0 10/BX, $200 , 272 ,  ,  ,  
STAPLER #030676 INTERNAL OPEN MF GIA 60  3 8 MULTIFIRE 3, $200 , 272 ,  ,  ,  
STAPLER #031738 INTERNAL OPEN MF GIA 80  3 8 MULTIFIRE 3, $200 , 272 ,  ,  ,  
STAPLER #031739L GIA 80 3.8 DLU  6/BX, $200 , 272 ,  ,  ,  
STAPLER #092001 INTERNAL OPEN 2 POWERED LDS 15 W  3 BOX, $200 , 272 ,  ,  ,  
STAPLER #111981 EEA 34 MM  3/BX, $200 , 272 ,  ,  ,  
"STAPLER #111985 INTERNAL, PREMIUM", $200 , 272 ,  ,  ,  
STAPLER #111987 EEA 28   3/BX, $200 , 272 ,  ,  ,  
STAPLER #111989  EEA 31  3/BX, $200 , 272 ,  ,  ,  
STAPLER #176615 INTERNAL ENDO CLIP II MED/LG  6 PER BOX, $200 , 272 ,  ,  ,  
STAPLER #176630 ENDO II CLIP 5MM US SURGICAL   6 PER BOX, $200 , 272 ,  ,  ,  
STAPLER DBD ENDO GIA UNIVERSL 30-2.0 TIT, $718 , 272 ,  ,  ,  
STAPLER INTERNAL 21MM 2 STAGGERED TITANIUM STAPLE CIRCULA, $300 , 272 ,  ,  ,  
STAPLER INTERNAL 21X4.8MM XL CIRCLE LATEX FREE DISPOSABLE," $1,400 ", 272 ,  ,  ,  
STAPLER INTERNAL DST SERIES TA TITANIUM L90 MM X W4.8 MM, $437 , 272 ,  ,  ,  
STAPLER INTERNAL GIA TITANIUM THK3.8 MM L80 MM DISPOSABLE, $304 , 272 ,  ,  ,  
STAPLER INTERNAL LDS TITANIUM W15 MM ENDOSCOPIC LINEAR CU, $692 , 272 ,  ,  ,  
STAPLER INTERNAL PREMIUM PLUS CEEA TITANIUM CIRCULAR L34," $1,207 ", 272 ,  ,  ,  
STAPLER INTERNAL PREMIUM PLUS CEEA TITANIUM L28 MM ENDOSC," $2,507 ", 272 ,  ,  ,  
STAPLER RELOAD #EGIA45AVM, $200 , 272 ,  ,  ,  
STAPLER RELOAD #EGIA60AMT, $200 , 272 ,  ,  ,  
STAPLER RELOAD EGIA 60MM XRTRA, $200 , 272 ,  ,  ,  
STAPLER RELOAD SURGICAL #EGIA60AVM, $915 , 272 ,  ,  ,  
STAPLER TA 30-3.5S 3/BX, $200 , 272 ,  ,  ,  
STAPLER TA 30-3VS, $200 , 272 ,  ,  ,  
STAPLER TA 30-4.8S 3/BX, $200 , 272 ,  ,  ,  
STAPLER TA 45-3.5  3/BX, $200 , 272 ,  ,  ,  
STAPLER TA 45-4.8S  3/BX, $200 , 272 ,  ,  ,  
STAPLER TA 60-3.5  3/BX, $200 , 272 ,  ,  ,  
STAPLER TA 60-4.8  3/BX, $200 , 272 ,  ,  ,  
STAPLER TA 90-3.5  3/BX, $200 , 272 ,  ,  ,  
STAPLER TA 90-4.8  3/BX, $200 , 272 ,  ,  ,  
"STAPLER, INTERNAL, PREMIUM PLUS CEEA, 25", $200 , 272 ,  ,  ,  
STAPLES TA 45-3.5 RELOAD  6/BX, $200 , 272 ,  ,  ,  
STAPLES TA 45-4.8 RELOAD  6/BX, $200 , 272 ,  ,  ,  
STARDRIVE HEX SCREWDRI SHAFT T25 3.5MM HEX/SLF RETAIN 165," $1,099 ", 272 ,  ,  ,  
STARDRIVE HEX SCREWDRI SHAFT T25 3.5MM HEX/SLF RETAIN 280," $1,145 ", 272 ,  ,  ,  
STARDRIVE SCREWDRIVER CANNULATED T40 FOR SCFE SCREW," $1,804 ", 272 ,  ,  ,  
STARDRIVE SCREWDRIVER SHAFT FOR 1.5MM HCS T4," $2,028 ", 272 ,  ,  ,  
STARDRIVE SCREWDRIVER SHAFT QC/T15," $1,181 ", 272 ,  ,  ,  
STARDRIVE SCREWDRIVER SHAFT T15 250MM LONG," $1,280 ", 272 ,  ,  ,  
STARDRIVE SCREWDRIVER SHAFT T15 SELF RETAINING/QC/165MM," $1,562 ", 272 ,  ,  ,  
STARDRIVE SCREWDRIVER SHAFT T25/SELF RETAINING QC 280MM, $978 , 272 ,  ,  ,  
STARDRIVE SCREWDRIVER SHAFT T4/42MM/SELFRETAINING," $1,565 ", 272 ,  ,  ,  
STARDRIVE SCREWDRIVER SHAFT T4/66MM," $1,565 ", 272 ,  ,  ,  
STARDRIVE SCREWDRIVER SHAFT T8 105MM," $1,175 ", 272 ,  ,  ,  
STARDRIVE SCREWDRIVER SHAFT T8 55MM," $1,119 ", 272 ,  ,  ,  
STARDRIVE SCREWDRIVER SHAFT T8 FOR RATCHETING HANDLE," $1,181 ", 272 ,  ,  ,  
STARDRIVE SCREWDRIVER SHAFT W/HOLDING SLEEVE/T4/66MM," $2,890 ", 272 ,  ,  ,  
STARDRIVE SCREWDRIVER SHAFT-T25, $443 , 272 ,  ,  ,  
STARDRIVE SCREWDRIVER T25 SELF RETAINING 245MM," $1,959 ", 272 ,  ,  ,  
STARDRIVE SCREWDRIVER T25 W/ COUPLING FOR 03.019.019/330M," $1,696 ", 272 ,  ,  ,  
STARDRIVE SCREWDRIVER T25/SELF RETAINING," $1,696 ", 272 ,  ,  ,  
STARDRIVE SCREWDRIVER/T25 240MM W/GROOVE," $1,867 ", 272 ,  ,  ,  
STARDRIVE SCRWDRVR SHAFT T40 100MM," $1,155 ", 272 ,  ,  ,  
STARDRIVE SCRWDRVR SHAFT/SM/QC FOR OLECRANON OSTEOT NA T8, $843 , 272 ,  ,  ,  
STARDRIVE SCRWDRVR W/STOP FOR OLECRANON OSTEOTOMY NAIL T8," $2,116 ", 272 ,  ,  ,  
STARHEXDRIVE SCREWDRIVER T25 3.5MM HEX/SELF RETAINING," $1,939 ", 272 ,  ,  ,  
STATIC FINGER SPLINT, $200 , 270 ,  ,  ,  
"STEIGER CRBD FISR, SHORT 1.7MM", $335 , 272 ,  ,  ,  
"STEM, BODY IIMPLANT"," $15,000 ", 278 ,C1713,  ,  
STENT COATED/COVERED WITH DELIVERY SYSTEM," $12,070 ", 278 ,C1874,  ,  
STENT NON-COATED/NON-COVERED W/DELIVERY SYSTEM," $19,970 ", 278 ,C1876,  ,  
STENT NON-CORONARY TEMPORARY W/DELIVERY SYSTEM," $3,010 ", 278 ,C2625,  ,  
"STENT, COATED/COVERED, WITHOUT DELIVERY SYSTEM"," $4,485 ", 278 ,C1875,  ,  
"STENT, NON-COATED/NON-COVERED, WITHOUT DELIVERY SYSTEM"," $6,260 ", 278 ,C1877,  ,  
"STENT, NON-CORONARY, TEMPORARY, WITHOUT DELIVERY SYSTEM", $540 , 278 ,C2617,  ,  
STEREOTACTIC AXIEM PINLESS SHUNT PLACEMENT SET," $13,600 ", 272 ,  ,  ,  
STERI STRIPS, $200 , 270 ,  ,  ,  
STERILE DRAPES, $200 , 270 ,  ,  ,  
STERILE INSTRUMENTS, $200 , 270 ,  ,  ,  
STERILIZATION CASE MINI," $1,757 ", 272 ,  ,  ,  
STERNUM GUARD S7 LONG," $2,079 ", 272 ,  ,  ,  
STERNUM GUARD S7 SHORT," $2,079 ", 272 ,  ,  ,  
STICK SWITCHING ENDOSCOPIC SMALL 4MM, $398 , 272 ,  ,  ,  
STIMULATED GEAR/53688," $3,000 ", 272 ,  ,  ,  
STIRRUP LONG TONGUE/CONTL STOP, $200 , 270 ,  ,  ,  
STIRRUPS DORSAL ASSIST/FREE, $200 , 270 ,  ,  ,  
STIRRUPS DORSAL&PLANTAR ASST, $200 , 270 ,  ,  ,  
STIRRUPS METAL/PLASTIC MOLD, $200 , 270 ,  ,  ,  
STIRRUPS ROUND CALIPER STOPS, $200 , 270 ,  ,  ,  
STITCH #173016 ENDO INSTRUMENT US SURGICAL 3 PER BOX, $200 , 272 ,  ,  ,  
STOCKINET BIAS 4, $200 , 272 ,  ,  ,  
STOCKINETTE, $200 , 270 ,  ,  ,  
STOCKINGS, $200 , 270 ,  ,  ,  
STOOL SURGEON SURGI-STOOL LARGE FOOTCONTROL HYDRAULIC 3 S," $1,823 ", 272 ,  ,  ,  
STOP LOCK HINGE CAST/SPEC, $200 , 270 ,  ,  ,  
STOPCOCK LARYNGOSCOPE UNIVERSAL LUER LOCK LATEX, $565 , 272 ,  ,  ,  
STOPPER FOR 3.5MM LCP PERCUTANEOUS INSTRUMENT SYSTEM, $328 , 272 ,  ,  ,  
STOPPER RACK FOR LCP PERIARTICULAR AIMING ARMS LRG," $1,572 ", 272 ,  ,  ,  
STRAIGHT ATTACHMENT SUPER LONG," $6,721 ", 272 ,  ,  ,  
STRAIGHT LONG AM ATTACHMENT," $4,940 ", 272 ,  ,  ,  
STRAIGHT MEDIUM M ATTACHMENT," $4,235 ", 272 ,  ,  ,  
STRAIGHT SHORT O ATTACHMENT," $3,529 ", 272 ,  ,  ,  
STRAINER, $200 , 270 ,  ,  ,  
STRAP BED, $572 , 272 ,  ,  ,  
STRAP HOOK/LOOP 30FTX5IN VELCRO HOOK LOOP SOFT PADDED EDG, $432 , 272 ,  ,  ,  
STRAP ORTHOPEDIC L24-36 IN ARM, $212 , 272 ,  ,  ,  
STRAP POSITIONING ALISTRAP SOFTEDGE WIDE L30 FT X W3 IN H, $296 , 272 ,  ,  ,  
STRAP RESTRAINT AMSCO METAL SYNTHETIC NEOPRENE NYLON L132, $700 , 272 ,  ,  ,  
STRAP RESTRAINT SYNTHETIC NEOPRENE NYLON L108 IN X W2 IN, $590 , 272 ,  ,  ,  
STRAP VELCRO TABLE OR CORD 3080 3085 CMAX, $392 , 272 ,  ,  ,  
STRAPPING, $200 , 270 ,  ,  ,  
STRAPS&BUCKLES FOR APRON EA, $200 , 274 ,  ,  ,  
STRATTICE PER SQ CM," $1,300 ", 636 ,Q4130,  ,  
STRESS TEST T-SHIRT, $200 , 270 ,  ,  ,  
STRETCHER PATIENT PROCEDURAL BASE MODEL," $14,650 ", 272 ,  ,  ,  
STRIP TEST FOR CIDEX OPA SOLUTION 15/BT, $200 , 272 ,  ,  ,  
STRIPPER SURGICAL ID7 MM SEMITENDINOSUS PIGTAIL OPEN END," $1,996 ", 272 ,  ,  ,  
STRYKER SIZ 1 2 3BREAST PROTH, $200 , 270 ,  ,  ,  
STRYKER SIZ 4 5 6 7BREAST PROS, $200 , 270 ,  ,  ,  
STRYKER SIZ 8 9 10BREAST PROST, $200 , 270 ,  ,  ,  
STUMP ACTIVATNG LOCKNG HINGES, $200 , 270 ,  ,  ,  
STUMP SLV TO AXILLA BURN 1.0, $200 , 274 ,  ,  ,  
STUMP SLV&SHOULD FLAP BURN 1, $200 , 274 ,  ,  ,  
STUMP SOX ALL SIZES EA/LIMIT 6, $200 , 270 ,  ,  ,  
STUMP SOX PROST SHEATH/DAW/EQL, $200 , 270 ,  ,  ,  
STUMP SUPP ABV KNEE BURN 2.0, $200 , 274 ,  ,  ,  
STUMP SUPP BEL KNEE BURN 2.0, $200 , 274 ,  ,  ,  
STUMP TRACTION, $200 , 270 ,  ,  ,  
STYLET, $200 , 270 ,  ,  ,  
SUCTION BERKELEY, $200 , 270 ,  ,  ,  
SUCTION BRUSH, $200 , 270 ,  ,  ,  
SUCTION CANISTER, $200 , 270 ,  ,  ,  
SUCTION CANISTER REUSABLE, $843 , 272 ,  ,  ,  
SUCTION CATHETER, $200 , 270 ,  ,  ,  
SUCTION COAGULATION 25BX 6 10FR 2505 10FR, $200 , 272 ,  ,  ,  
SUCTION WOOD OR PLASTIC AK, $200 , 270 ,  ,  ,  
SUGITA CLIP 5.5 STR.," $1,316 ", 272 ,  ,  ,  
SUIT WITH SLEEVE BURN 6.0, $200 , 274 ,  ,  ,  
SUPLY SET UP/CHNG IPPB, $200 , 270 ,  ,  ,  
SUPLY SETUP/CHNG ARTIFICL MASK, $200 , 270 ,  ,  ,  
SUPLY SETUP/CHNG CANNULA, $200 , 270 ,  ,  ,  
SUPLY SETUP/CHNG COMPRESSOR, $200 , 270 ,  ,  ,  
SUPLY SETUP/CHNG CPAP, $200 , 270 ,  ,  ,  
SUPLY SETUP/CHNG CYLINDER, $200 , 270 ,  ,  ,  
SUPLY SETUP/CHNG HME, $200 , 270 ,  ,  ,  
SUPLY SETUP/CHNG HOOD, $200 , 270 ,  ,  ,  
SUPLY SETUP/CHNG HUMIDIFIER, $200 , 270 ,  ,  ,  
SUPLY SETUP/CHNG MASK ENTRAIN, $200 , 270 ,  ,  ,  
SUPLY SETUP/CHNG NEBULIZER, $200 , 270 ,  ,  ,  
SUPLY SETUP/CHNG NON&PRTL REBR, $200 , 270 ,  ,  ,  
SUPLY SETUP/CHNG SIMPLE MASK, $200 , 270 ,  ,  ,  
SUPLY SETUP/CHNG TENT CANOPY, $200 , 270 ,  ,  ,  
SUPLY SETUP/CHNG TENT MASK/FAC, $200 , 270 ,  ,  ,  
SUPLY SETUP/CHNG TENT UNIT, $200 , 270 ,  ,  ,  
SUPLY SETUP/CHNG TRACH/T-PIECE, $200 , 270 ,  ,  ,  
SUPLY SETUP/CHNG VENT CIRCUIT, $200 , 270 ,  ,  ,  
SUPPLIES EDUCATIONAL, $200 , 270 ,  ,  ,  
SUPPLY - INTERIM, $200 , 272 ,  ,  ,  
SUPPLY CHANGE CPAP, $200 , 270 ,  ,  ,  
SUPPLY SET UP CPAP, $200 , 270 ,  ,  ,  
SUPPLY SETUP/CHNG AEROSOL MSK, $200 , 270 ,  ,  ,  
SUPPLY SETUP/CHNG FILTER, $200 , 270 ,  ,  ,  
SUPPORT FOR CUTTING TOOLS, $607 , 272 ,  ,  ,  
SUPPORT MALE 3 HOLES, $421 , 272 ,  ,  ,  
SUPRA CONDYLAR SUSPENSION, $200 , 270 ,  ,  ,  
SURELOCK CONNECTOR-RIGHT ANTEGRADE FEMORAL NAILS," $3,130 ", 272 ,  ,  ,  
SURGERY CENTER SCREW RACK FOR 3.0MM CANNULATED SCREWS," $1,795 ", 272 ,  ,  ,  
SURGICAL STAYS PAIR, $200 , 270 ,  ,  ,  
SURGICAL SUPPLIES-GENERAL-PO," $5,180 ", 272 ,  ,  ,  
SURGICAL TISSUE LOCALIZATION AND EXCISION DEVICE, $290 , 278 ,C1819,  ,  
SURGIFIX, $200 , 270 ,  ,  ,  
SUSPENSN SYS F/BREAST PROSTH, $200 , 270 ,  ,  ,  
SUSPENSN SYS TO HOLD STUMP SHR, $200 , 270 ,  ,  ,  
SUTURE BUTTON, $380 , 272 ,  ,  ,  
SUTURE NONABSORBABLE MONOSOF 10-0 MV135-3 L5 IN MONOFILAM, $426 , 272 ,  ,  ,  
SUTURE PLAIN 6-0 HE-1 18IN 2 ARM ABSORBABLE, $366 , 272 ,  ,  ,  
SUTURES, $200 , 270 ,  ,  ,  
SWAB CHARCOAL, $200 , 270 ,  ,  ,  
SWAB IODINE, $200 , 270 ,  ,  ,  
SWAB PLAIN, $200 , 270 ,  ,  ,  
SWABS - BETADINE, $200 , 270 ,  ,  ,  
SWABS - PROCTO, $200 , 270 ,  ,  ,  
SWANSON HAND SPLINT, $200 , 270 ,  ,  ,  
SYNERGY CEM HIGH OFFSET FEM COMP SZ 14," $13,898 ", 272 ,  ,  ,  
SYNERGY CEM HIGH OFFSET FEM COMP SZ 9," $13,898 ", 272 ,  ,  ,  
SYNERGY CEMENTED FEMORAL COMPONENT SZ 11," $13,898 ", 272 ,  ,  ,  
SYNERGY CEMENTED FEMORAL COMPONENT SZ 12," $13,898 ", 272 ,  ,  ,  
SYNERGY CEMENTED FEMORAL COMPONENT SZ 14," $13,898 ", 272 ,  ,  ,  
SYNERGY POR HIGH OFFSET FEM COMP SIZE 11," $19,522 ", 272 ,  ,  ,  
SYNERGY POR HIGH OFFSET FEM COMP SIZE 12," $19,522 ", 272 ,  ,  ,  
SYNERGY POR HIGH OFFSET FEM COMP SIZE 13," $19,522 ", 272 ,  ,  ,  
SYNERGY POR HIGH OFFSET FEM COMP SIZE 14," $19,522 ", 272 ,  ,  ,  
SYNERGY POR HIGH OFFSET FEM COMP SIZE 15," $19,522 ", 272 ,  ,  ,  
SYNERGY POR HIGH OFFSET FEM COMP SIZE 18," $19,522 ", 272 ,  ,  ,  
SYNERGY POROUS FEMORAL COMPONENT SZ 11," $19,522 ", 272 ,  ,  ,  
SYNERGY POROUS FEMORAL COMPONENT SZ 12," $19,522 ", 272 ,  ,  ,  
SYNERGY POROUS FEMORAL COMPONENT SZ 13," $19,522 ", 272 ,  ,  ,  
SYNERGY POROUS FEMORAL COMPONENT SZ 14," $19,522 ", 272 ,  ,  ,  
SYNERGY POROUS FEMORAL COMPONENT SZ 15," $19,522 ", 272 ,  ,  ,  
SYNERGY POROUS FEMORAL COMPONENT SZ 16," $19,522 ", 272 ,  ,  ,  
SYNERGY POROUS FEMORAL COMPONENT SZ 17," $19,522 ", 272 ,  ,  ,  
SYNERGY SPLINT MATERIAL, $200 , 270 ,  ,  ,  
SYNTHES DHS ATTACHMENT," $4,641 ", 272 ,  ,  ,  
SYNTHETIC CAST MATERIAL, $200 , 270 ,  ,  ,  
SYRINGE BULB 50 ML IRRIGATION LATEX FREE DISPOSAB," $1,417 ", 272 ,  ,  ,  
SYRINGE IMBIBE 30ML DELIVERY ASPIRATION BONE MARROW DISPO," $1,332 ", 272 ,  ,  ,  
SYRINGE INFLATION INJECTOR HANDLE, $840 , 272 ,  ,  ,  
SYS 6 ASEPTIC STER CASE," $2,590 ", 272 ,  ,  ,  
SYS 6 IZATION CASE," $1,833 ", 272 ,  ,  ,  
SYS 6 IZATION CASE (3 HANDPIECE)," $1,930 ", 272 ,  ,  ,  
SYS 6 MINI IZATION CASE (2 HANDPIECE)," $1,930 ", 272 ,  ,  ,  
SYS 6 PLASTIC IZATION CASE (4 HANDPIECE)," $1,930 ", 272 ,  ,  ,  
SYS 6 STERNUM SAW CASE," $1,930 ", 272 ,  ,  ,  
SYS TKR GENDER SOLUTN FEMUR PATELLA TIBIA TRABECUL HYBRID," $27,024 ", 272 ,  ,  ,  
SYS TKR GENDER SOLUTN FEMUR PATELLA TIBIA TRABECULA SURFA," $31,136 ", 272 ,  ,  ,  
SYSTEM 4 CARRYING CASE," $1,941 ", 272 ,  ,  ,  
SYSTEM 4 CHARGER - 120V," $15,481 ", 272 ,  ,  ,  
SYSTEM 4 TRINKLEREAMER ATTACH," $5,012 ", 272 ,  ,  ,  
SYSTEM 5 RECIP/STERNUM SAW," $17,979 ", 272 ,  ,  ,  
SYSTEM 5 ROTARY HANDPIECE," $22,559 ", 272 ,  ,  ,  
SYSTEM 5 SAGITTAL SAW," $18,798 ", 272 ,  ,  ,  
SYSTEM 6 ASEPTIC BATTERY KIT," $4,189 ", 272 ,  ,  ,  
SYSTEM 6 BATTERY," $1,901 ", 272 ,  ,  ,  
SYSTEM 6 MODULE, $972 , 272 ,  ,  ,  
SYSTEM 6 PRECISION HANDPIECE," $42,500 ", 272 ,  ,  ,  
SYSTEM 6 SAG BLADE (13.0 X 90.0 X 1.07MM), $231 , 272 ,  ,  ,  
SYSTEM 6 SAG BLADE (13.0 X 90.0 X 1.37MM), $231 , 272 ,  ,  ,  
SYSTEM 6 SAG BLADE (18.0 X 60.0 X 1.47MM), $231 , 272 ,  ,  ,  
SYSTEM 6 SAG BLADE (18.0 X 75.0 X 0.89MM), $231 , 272 ,  ,  ,  
SYSTEM 6 SAG BLADE (18.0 X 90.0 X 0.97MM), $231 , 272 ,  ,  ,  
SYSTEM 6 SAG BLADE (25.0 X 100.0 X 1.27MM), $231 , 272 ,  ,  ,  
SYSTEM 6 SAG BLADE (25.0 X 90.0 X 1.07MM), $231 , 272 ,  ,  ,  
SYSTEM 6 TRANSFER SHIELD, $385 , 272 ,  ,  ,  
SYSTEM AUTOTRANSFUSION AUTOVAC IO C1 L 100 MMHG 1 L INTRA, $903 , 272 ,  ,  ,  
SYSTEM BLOOD WARMING LEVEL 1 800 ML/MIN 65 ML INTRAVENOUS, $453 , 272 ,  ,  ,  
SYSTEM BONE CEMENT CALLOS 3 ML INJECT," $3,888 ", 272 ,  ,  ,  
SYSTEM CABLE 53X22.1MM CABLE-READY GTR SHORT TROCHANTERIC," $6,510 ", 272 ,  ,  ,  
SYSTEM DRAINAGE BECKER EDMS II L35 CM 700 ML VENTRICULAR, $767 , 272 ,  ,  ,  
SYSTEM EMBOLIC PROTECT SPIDERFX NITINOL TUNGSTEN .014 L3," $4,380 ", 272 ,  ,  ,  
