Procedure_Description,CPT_Code,Gross_Price,Cash_Price
ALBUTEROL NON-COMP UNIT,J7613,$115.40 ,$57.70 
ADRIAMYCIN 50MG VIAL (DOXORUB,J9000,$24.56 ,$12.28 
ATEZOLIZUMAB 1200,J9022,$56.57 ,$28.28 
AZACITIDINE 100MG INJ,J9025,$14.10 ,$7.05 
BENDAMUSTINE  INJ 100MG,J9034,$69.86 ,$34.93 
AVASTIN 100MG/4ML VIAL,J9035,$190.57 ,$95.28 
BEVACIZUMAB INJ 400MG/16ML IN,J9035,$189.81 ,$94.91 
BLEOMYCIN SULFATE FOR INJ 30,J9040,$102.00 ,$51.00 
BLEOMYCIN 15U INJ,J9040,$92.80 ,$46.40 
BORTEZOMIB INJ 2.5MG SYR,J9041,$136.14 ,$68.07 
BRENTUXIMAB VE 50,J9042,"$3,252.00 ","$1,626.00 "
CABAZITAXEL 10,J9043,$4.87 ,$2.44 
CARBOPLATIN INJ 50 MG,J9045,$41.90 ,$20.95 
CARBOPLATIN INJ 450 MG,J9045,$14.98 ,$7.49 
CARFILZOMIB 60,J9047,$240.08 ,$120.04 
ERBITUX 50ML VIAL,J9055,$44.09 ,$22.04 
CISPLATIN 100MG INJ,J9060,$7.91 ,$3.96 
CYCLOPHOSPHAMIDE 500MG VIAL,J9070,$27.51 ,$13.76 
CYCLOPHOSPHAMIDE 1GM VIAL,J9070,$51.11 ,$25.55 
DACARBAZINE 100MG INJ VIAL,J9130,$12.70 ,$6.35 
DARATUMUMAB 100,J9145,$159.92 ,$79.96 
DARATUMUMAB 400,J9145,$63.58 ,$31.79 
DOCETAXEL 20MG/ML INJ PER 1MG,J9171,$11.75 ,$5.88 
DOCETAXEL INJ 80MG/4ML,J9171,$11.38 ,$5.69 
DURVALUMAB 120,J9173,$653.00 ,$326.50 
DURVALUMAB 500,J9173,"$3,618.00 ","$1,809.00 "
ETOPOSIDE 100 MG/5ML INJ,J9181,$6.50 ,$3.25 
FLUOROURACIL INJ 500 MG,J9190,$17.20 ,$8.60 
GEMCITABINE HCL 1,J9201,$430.00 ,$215.00 
IRINOTECAN INJ 100MG(CAMPTOSA,J9206,$39.50 ,$19.75 
LEUPROLIDE DEPOT 22.5MG (LUPR,J9217,"$3,212.95 ","$1,606.48 "
LEUPROLIDE DEPOT 7.5MG (LUPRO,J9217,"$1,856.90 ",$928.45 
LEUPROLIDE A 22.5,J9217,$291.00 ,$145.50 
LUPRON 11.25 (MALE ONLY),J9217,"$1,846.83 ",$923.42 
LUPRON 11.25MG (MALE ONLY),J9217,"$1,846.83 ",$923.42 
OXALIPLATON 0.5MG INJ,J9263,$2.07 ,$1.04 
PACLITAXEL PROT-BOUND100MG IN,J9264,$33.50 ,$16.75 
PACLITAXEL INJ 30MG (TAXOL),J9267,$29.70 ,$14.85 
PACLITAXEL 300MG/50ML INJ,J9267,$373.61 ,$186.81 
PACLITAXEL INJ 100MG (TAXOL),J9267,$0.72 ,$0.36 
PEMBROLIZUMAB 100,J9271,$135.50 ,$67.75 
IV LIVE BCG PER INSTILLATION,J9301,$358.40 ,$179.20 
PEMETREXED (ALIMTA) 500MG VIA,J9305,$156.39 ,$78.20 
PERTUZUMAB 420,J9306,$29.13 ,$14.57 
RITUXIMAB (RITUXAN) 100MG/10M,J9312,$198.55 ,$99.28 
RITUXIMAB (RITUXAN) 500MG/50M,J9312,$161.45 ,$80.73 
TRASTUZUMAB 150,J9355,$79.63 ,$39.81 
VINBLASTINE INJ 10MG/10ML,J9360,$4.23 ,$2.12 
VINCRISTINE INJ 2MG/2ML VIAL,J9370,$41.13 ,$20.56 
COLLAR CERVICAL ADJUSTABLE,L0120,$11.00 ,$5.50 
EMT SELECT EXTRICATION COLLAR,L0150,$15.00 ,$7.50 
RIGID CERVICAL COLLAR (PHILLY,L0172,$15.00 ,$7.50 
SPPRT LUMBAR SACRAL CRSS-CROS,L0628,$55.00 ,$27.50 
STABILIZER PATELLA LEFT,L1812,$65.00 ,$32.50 
SUPPORT KNEE DELUXE HINGED,L1812,$82.00 ,$41.00 
IMMBLZER KNWW TRI-PANEL UNVRS,L1830,$32.00 ,$16.00 
BRACE KNEE POST OP,L1833,, $-   
SHOE POST OP,L3260,$90.00 ,$45.00 
IMMOBILIZER SHOULDER VELPEAU,L3650,$18.00 ,$9.00 
STRAP CLAVICLE,L3650,$21.00 ,$10.50 
IMMOBILIZER SHLRDR LEFT/RIGHT,L3660,$16.00 ,$8.00 
IMMOBILIZER SHOULDER,L3670,$89.00 ,$44.50 
IMMOBILIZER SHLRDR LEFT/RIGHT,L3670,$16.00 ,$8.00 
SLING ULTRA LEFT & RIGHT,L3670,$213.00 ,$106.50 
BRACE ELBW SLMLINE HING E UNV,L3760,$246.00 ,$123.00 
BRACE ELBOW RT POST OP,L3761,$246.00 ,$123.00 
SPLNT WRST & THUMB LEFT/RIGHT,L3809,$48.00 ,$24.00 
SPLINT COCK UP WRIST,L3908,$87.00 ,$43.50 
SPLINT WRIST AND FOREARM,L3984,$31.00 ,$15.50 
BRACE PREFAB FRACTURE EXTENDE,L3995,$163.00 ,$81.50 
BOOK PROGAIT,L4361,, $-   
PACESTR AIR WLKER OPEN HEEL,L4361,, $-   
STRRUP ANKLE CONFOR FOOT STRA,L4361,$50.00 ,$25.00 
BOOT PROGAIT,L4387,$151.00 ,$75.50 
ANKLE CONTRATURE BOOT,L4397,$137.00 ,$68.50 
BREAST PROSTHESIS,L8035,"$2,385.00 ","$1,192.50 "
PROLARYN PLUS,L8607,$625.00 ,$312.50 
DISTAL CENTRALIZER 11MM,L8699,"$1,950.00 ",$975.00 
LPS-FLEX ARTICULAR SURFACE SI,L8699,"$3,000.00 ","$1,500.00 "
LPS-FLEX GSF FEMORAL COMPONEN,L8699,"$5,508.00 ","$2,754.00 "
R+G,L8699,$765.00 ,$382.50 
STEMMED TIBIAL COMPONENT SIZE,L8699,"$3,330.00 ","$1,665.00 "
TRIDENT 0? X3 INSERT 36MM ID,L8699,"$3,750.00 ","$1,875.00 "
WHOLE BLOOD AUTOLOGOUS EA,P9010,$472.00 ,$236.00 
WHOLE BLOOD EA UNIT,P9010,$305.96 ,$152.98 
CRYOPRECIPITATE 1 UNIT,P9012,$903.00 ,$451.50 
CRYOPRECIPITATE POOL (5 UNIT),P9012,"$1,200.00 ",$600.00 
RED CELLS L/R EA UNIT,P9016,$226.96 ,$113.48 
FRESH FROZEN PLASMA EA UNIT,P9017,$903.00 ,$451.50 
RED CELLS AUTOLOGOUS 1 UNIT,P9021,$305.96 ,$152.98 
PLATELETS PHER L/R EA,P9035,$518.96 ,$259.48 
"PLATELETS, CONTENTS VARIABLE",P9035,"$1,533.00 ",$766.50 
PLATELETS PHER L/R IRR EA,P9037,$568.96 ,$284.48 
"PLATELETS, CONTS VARIABLE, IR",P9037,"$2,025.00 ","$1,012.50 "
RED CELLS L/R IRR EA UNIT,P9040,$276.96 ,$138.48 
ALBUMIN 5%  25GM 500ML INJ,P9041,$23.53 ,$11.77 
ALBUMIN 12.5GM/50ML INJ,P9047,$258.40 ,$129.20 
ALBUMIN 25% 100ML,P9047,$152.95 ,$76.48 
"PLATELETS, HLA MATCHED EA",P9052,"$2,534.00 ","$1,267.00 "
RBC LR DEGLY EA UNIT,P9054,$401.96 ,$200.98 
RBC LR DEGLY IRR EA UNIT,P9057,$451.96 ,$225.98 
PLASMA FROZEN 8 TO 24 HRS EA,P9059,$903.00 ,$451.50 
PLATELETS PHER L/R PRT,P9073,$678.96 ,$339.48 
AZITHROMYCIN 250MG TAB,Q0144,$11.17 ,$5.59 
AZITHROMYCIN PACKET 1 GM,Q0144,$28.15 ,$14.08 
AZITHROMYCIN PACKETS 1GM,Q0144,$27.00 ,$13.50 
AZITHROMYCIN 250MG,Q0144,$11.17 ,$5.59 
AZITHROMYCIN PACKETS 1GM,Q0144,$27.00 ,$13.50 
EPOETIN  ESRD IV  20000UNITS,Q0481,$5.85 ,$2.93 
CS SHLDR CAST PLSTR 11+YRS,Q4003,$109.00 ,$54.50 
CS SHLDR CAST FBRGLS 11+YRS,Q4004,$376.00 ,$188.00 
CS LONG ARM PLASTER 11+YRS,Q4005,$40.00 ,$20.00 
CS LONG ARM FBRGLSS 11+YRS,Q4006,$90.00 ,$45.00 
CS LONG ARM PLASTER 0-11YRS,Q4007,$20.00 ,$10.00 
CS LONG ARM FBRGLSS 0-10YRS,Q4008,$45.00 ,$22.50 
CS SHT ARM PLASTER 11+YRS,Q4009,$27.00 ,$13.50 
CS SHT ARM FBRGLSS 11+YRS,Q4010,$60.00 ,$30.00 
CS SHT ARM PLASTER 0-10YRS,Q4011,$13.00 ,$6.50 
CS SHT ARM FBRGLSS 0-10YRS,Q4012,$30.00 ,$15.00 
CS GAUNTLET PLASTER 11+YRS,Q4013,$49.00 ,$24.50 
CS GNTLET ADLT FIBRGLASS 11+,Q4014,$82.00 ,$41.00 
CS GAUNTLET PEDTRC PLSTER 0-1,Q4015,$24.00 ,$12.00 
CS GAUNTLET PEDTRC FBRGLS 0-1,Q4016,$41.00 ,$20.50 
CS LNG ARM SPLNT PLST 11+YR,Q4017,$28.00 ,$14.00 
CS LNG ARM SPLNT FBRGLS 11+,Q4018,$45.00 ,$22.50 
CS LNG ARM SPLNT PED 0-10 YRS,Q4019,$14.00 ,$7.00 
CS LNG ARM SPLNT FBRGLS 0-10,Q4020,$22.00 ,$11.00 
CS SHT ARM SPLNT PLSTR 11+YR,Q4021,$21.00 ,$10.50 
CS SHT ARM SPLNT FBRGLS 11+,Q4022,$38.00 ,$19.00 
CS SHT ARM SPLNT PLSTR 0-10 Y,Q4023,$10.00 ,$5.00 
CS SHT ARM SPLNT FBRGLS 0-10,Q4024,$19.00 ,$9.50 
CS HIP SPICA PLSTR 11+YRS,Q4025,$117.00 ,$58.50 
CS HIP SPICA FBRGLSS 11+YRS,Q4026,$364.00 ,$182.00 
CS HIP SPICA PLSTR 0-10 YRS,Q4027,$58.00 ,$29.00 
CS HIP SPICA FBRGLSS 0-10 YRS,Q4028,$182.00 ,$91.00 
CS LONG LEG PLSTR 11 + YRS,Q4029,$89.00 ,$44.50 
CS LONG LEG FIBERGLASS 11+YRS,Q4030,$235.00 ,$117.50 
CS LNG LEG PLASTER 0-10 YRS,Q4031,$46.00 ,$23.00 
CS LONG LEG FIBERGLASS 0-10YR,Q4032,$117.00 ,$58.50 
CS LONG LEG CYLINDER PLSTR 11,Q4033,$83.00 ,$41.50 
CS LONG LEG CYLNDR FIBRGLS 11,Q4034,$207.00 ,$103.50 
CS LONG LEG CYLNDR PLSTR 0-10,Q4035,$42.00 ,$21.00 
CS LNG LEG CYLNDR FBRGLSS 0-1,Q4036,$104.00 ,$52.00 
CS SHRT LEG PLASTER 11+ YRS,Q4037,$51.00 ,$25.50 
CS SHORT LEG PLASTER 0-10 YRS,Q4038,$25.00 ,$12.50 
CS SHRT LEG FIBERGLASS 11+ YR,Q4038,$127.00 ,$63.50 
CS SHORT LEG FIBRGLSS 0-10YRS,Q4040,$64.00 ,$32.00 
CS LNG LEG SPLNT PLSTR 11+ YR,Q4041,$62.00 ,$31.00 
CS LNG LEG SPLNT FBRGLSS 11+Y,Q4042,$105.00 ,$52.50 
CS LNG LEG SPLNT PLSTR 0-10YR,Q4043,$31.00 ,$15.50 
CS LNG LEG SPLNT FBRGLS 0-10Y,Q4044,$53.00 ,$26.50 
CS SHT LEG SPLNT PLSTR 11+YRS,Q4045,$36.00 ,$18.00 
CS SHT LEG SPLNT FBRGLS 11+YR,Q4046,$58.00 ,$29.00 
CS SHT LEG SPLNT PLSTR 11+YRS,Q4047,$18.00 ,$9.00 
CS SHT LEG SPLNT FBRGLS 0-10Y,Q4048,$29.00 ,$14.50 
FINGER SPLINT STATIC,Q4049,$7.00 ,$3.50 
EPO ESRD IV 2000 UN,Q4081,$5.14 ,$2.57 
EPO ESRD IV 3000 UN,Q4081,$4.98 ,$2.49 
EPO ESRD SC 3000 UN,Q4081,$4.98 ,$2.49 
"EPOETIN ALFA ESRD 4,000UNITS",Q4081,$6.05 ,$3.03 
"EPOETIN ALFA ESRD 10,000UNITS",Q4081,$5.90 ,$2.95 
EPOETIN ALFA ESRD SC 20000UNI,Q4081,$5.85 ,$2.93 
PROCRIT > 10 000 ESRD (JB),Q4081,$43.86 ,$21.93 
INFLIXIMAB-AB 100,Q5104,$155.21 ,$77.60 
PEGFILGRASTIM0.6,Q5111,$243.77 ,$121.88 
MEDI-CAL PEGFILGRASTIM 0.6,Q5111,"$1,739.00 ",$869.50 
MEDICARE PEGFILGRASTIM 0.6,Q5111,"$9,803.00 ","$4,901.50 "
TRASTUZUMAB-A 150,Q5117,$67.76 ,$33.88 
DEFINITY 1ML,Q9957,$220.00 ,$110.00 
DIFINITY  CONTRAST INJ PER ML,Q9957,$149.00 ,$74.50 
DIATR MEGLU/DIATRIZOAT NA 30M,Q9963,$0.79 ,$0.40 
IOHEXOL 300MG/ML 50ML INFS,Q9967,$87.08 ,$43.54 
METHYLENE BLUE 50,Q9968,$11.39 ,$5.69 
BUPIVACAINE-MPF 0.25% 30ML IN,S0020,$12.60 ,$6.30 
BUPIVICAINE 0.25%/EPI PF 30ML,S0020,$15.40 ,$7.70 
BUPIVACAINE HCL 5,S0020,$19.40 ,$9.70 
BUPIVICANE 0.5  30ML SDV (SEN,S0020,$14.17 ,$7.09 
BUPIVICAINE PF 0.5%W/EPI  30M,S0020,$13.38 ,$6.69 
CLINDAMYCIN 600MG/100MLD5W BA,S0077,$19.85 ,$9.93 
CLINDAMYCIN 900MG/100MLD5W BA,S0077,$15.42 ,$7.71 
CLINDAMYCIN 900MG/6ML INJ,S0077,$5.47 ,$2.73 
CPSP PRENATAL VITAMINS,S0197,$22.00 ,$11.00 
LEVONORGESTREL-ETH EST 28 TAB,S4993,$4.20 ,$2.10 
NORETHINDRONE-ETH 777 28 TAB,S4993,$5.50 ,$2.75 
CRYSELLE 0.3MG/0.03MG,S4993,$63.79 ,$31.90 
ELLA EMERGENT CONTRACPETIVE,S4993,$46.90 ,$23.45 
LOESTRIN FE PER TAB,S4993,$7.13 ,$3.57 
LUTERA PER PACK,S4993,$35.16 ,$17.58 
MICRONOR 28,S4993,$10.72 ,$5.36 
NORINYL 1/35,S4993,$79.83 ,$39.92 
ORTHO NOVUM 1/35 28,S4993,$79.83 ,$39.92 
ORTHO TRICYCLEN - 28,S4993,$36.04 ,$18.02 
SRONYX,S4993,$39.16 ,$19.58 
YASMIN,S4993,$101.19 ,$50.60 
YAZ,S4993,$101.19 ,$50.60 
LUBRICATING JELLY 120 GMS,S5199,$7.10 ,$3.55 
SIGN/ORAL INTRPRT PER 15 MINS,T1013,$44.00 ,$22.00 
FQHC MCAL VISIT/ALL INCLUSIVE,T1015,$0.01 ,$0.01 
"R13 COVID-19, RT-PCR",U0002,$200.00 ,$100.00 
"R10 SARS-COV-2, TMA",U0004,$148.00 ,$74.00 
AUDIOMETRY SCREENING,V5008,$55.00 ,$27.50 
ASSESSMENT FOR HEARING AID,V5010,$159.00 ,$79.50 
PT SNGL MODALITY INIT 30 MIN,X3900,$52.00 ,$26.00 
PT SINGLE MODALITY ADD 15 MIN,X3902,$11.00 ,$5.50 
PT SNGL PROCEDURE INIT 30 MIN,X3904,$64.00 ,$32.00 
PT SNGL PROCEDURE ADD 15 MIN,X3906,$21.00 ,$10.50 
PT TX INC MOD PROC INIT 30 MI,X3908,$64.00 ,$32.00 
PT TX INC MOD PROC ADD 15 MIN,X3910,$21.00 ,$10.50 
CASE CONF & RPT EACH ADD 15MI,X3920,$105.00 ,$52.50 
PT ANY TEST MEASURE EA INIT 3,X3920,$105.00 ,$52.50 
PT TESTS AND MEASURES ADD 15,X3922,$52.00 ,$26.00 
PT PRELIMINARY EVAL (SNF ONLY,X3924,$105.00 ,$52.50 
CASE CONF AND RPT INIT 30 MIN,X3926,$64.00 ,$32.00 
PT HOME OR LTC VISIT ADD 15MI,X3932,$20.00 ,$10.00 
OT EVAL INIT 30 MIN PLUS RPRT,X4100,$105.00 ,$52.50 
OT EVAL EA ADD 15 MN PLUS RPR,X4102,$52.00 ,$26.00 
OT CASE CONF INIT 30 MIN,X4104,$64.00 ,$32.00 
CASE CONFERENCE ADD 15 MINUTE,X4106,$21.00 ,$10.50 
OT PRELIMINARY EVAL (SNF ONLY,X4108,$105.00 ,$52.50 
OT TX INIT 30 MIN,X4110,$64.00 ,$32.00 
OT TX EA ADD 15 MIN,X4112,$21.00 ,$10.50 
SP THER LANGUAGE EVAL,X4300,$199.00 ,$99.50 
SP THER SPEECH EVALUATION,X4301,$199.00 ,$99.50 
SP SPEECH-LANG  (GROUP EA PT,X4302,$80.00 ,$40.00 
SP SPEECH-LANG  (INDIV) 1 HR,X4303,$136.00 ,$68.00 
SP SPEECH-LANG  (INDIV) 1/2HR,X4304,$68.00 ,$34.00 
SPEECH THERAPY PRELIM EVAL,X4308,$100.00 ,$50.00 
SYNTHESIZED SPEECH,X4310,$136.00 ,$68.00 
DIAGNOSTIC AUDIOLOGY EVAL,X4500,$199.00 ,$99.50 
PURE TONE AUDIOMETRY,X4501,$108.00 ,$54.00 
AUDIOLOGY PRELIMINARY EVAL,X4502,$100.00 ,$50.00 
HEARING THERAPY (INDIVIDUAL),X4526,$137.00 ,$68.50 
IMPEDANCE AUDIOMETRY (BILAT),X4530,$100.00 ,$50.00 
ELECTROACOUSTIC ANALYSIS OF H,X4532,$70.00 ,$35.00 
TYMPANOMETRY,X4540,$140.00 ,$70.00 
ELECTROACOUSTIC ANALYSIS OF H,X4542,$129.00 ,$64.50 
NEW ANTEPARTUM OFF VIS LVL 3,Z1032,$290.00 ,$145.00 
ANTEPARTUM OFF VISIT EST 2,Z1034,$110.00 ,$55.00 
POST PARTUM IN-PERSON VISIT,Z1038,$223.00 ,$111.50 
POSTPARTUM VISIT LVL 2,Z1038,$223.00 ,$111.50 
CPSP NUTRITION ASSESS INIT 30,Z6200,$77.00 ,$38.50 
CPSP NUTR ASSESS SUB 15MIN,Z6202,$77.00 ,$38.50 
CPSP F/U ANTEP ASSESS IND 15M,Z6204,$77.00 ,$38.50 
CPSP F/U GRP EACH 15 MINS,Z6206,$77.00 ,$38.50 
"F/U GRP, EACH 15 MINS",Z6206,$3.00 ,$1.50 
CPSP POSTPARTUM TX ASSESS,Z6208,$77.00 ,$38.50 
CPSP PSYCHOSOC ASSESS INIT 30,Z6300,$77.00 ,$38.50 
CPSP PSYSOC ASSESS SUB 15MIN,Z6302,$77.00 ,$38.50 
CPSP PSYCHOSOCIAL REASSES IND,Z6304,$77.00 ,$38.50 
CPSP POSTPARTUM ASSESSMENT IN,Z6308,$77.00 ,$38.50 
CPSP HEALTH ED ORIENTATION,Z6400,$77.00 ,$38.50 
CPSP HEALTH ED ASSESS INIT 30,Z6402,$77.00 ,$38.50 
CPSP HEALTH ED ASSESS SUB 15,Z6404,$77.00 ,$38.50 
CPSP HEALTH ED IND F/U,Z6406,$77.00 ,$38.50 
CPSP HEALTH ED GRP F/U,Z6408,$77.00 ,$38.50 
CPSP HEALTH ED PERINATAL IND,Z6410,$77.00 ,$38.50 
CPSP HEALTH ED PERINATAL GRP,Z6412,$3.00 ,$1.50 
CPSP HEALTH ED POSTPARTUM ASS,Z6414,$77.00 ,$38.50 
CPSP INITIAL COMPREHENSIVE AS,Z6500,$172.00 ,$86.00 
ASSESS HLTH/BEHAVE EA 15 INIT,Z7500,$229.00 ,$114.50 
DENTAL FACILITY VISIT,Z7500,$114.00 ,$57.00 
"EST PT 5-11 YRS, H&P PREV(TR)",Z7500,$54.00 ,$27.00 
EYE EXAM COMPREH ESTAB,Z7500,$500.00 ,$250.00 
EYE EXAM ESTABLISHED PAT,Z7500,$500.00 ,$250.00 
EYE EXAM NEW PATIENT,Z7500,$168.00 ,$84.00 
EYE EXAM NEW PATIENT INTERMED,Z7500,$500.00 ,$250.00 
FAMILY PSYTX W/PATIENT,Z7500,$564.00 ,$282.00 
GROUP PSYCHOTHERAPY,Z7500,$300.00 ,$150.00 
"INTAC PSYTX, OFF, 45-50 MIN",Z7500,$525.00 ,$262.50 
INTERV HLTH/BEHAV EA W/PT,Z7500,$229.00 ,$114.50 
INTERVENE HLTH/BEHV EA 15 IND,Z7500,$229.00 ,$114.50 
NEUROBEHAVIORAL STATUS EXAM,Z7500,$907.00 ,$453.50 
NEUROPSY TESTING TECH PER HR,Z7500,$907.00 ,$453.50 
NEUROPSYCH TST BY PSYCH/PHYS,Z7500,$907.00 ,$453.50 
PSYCH DIAGNOSTIC EVAL,Z7500,$525.00 ,$262.50 
"PSYCH DX EVAL, W MEDICAL SVCS",Z7500,$570.00 ,$285.00 
PSYCHO TESTING ADMIN BY COMP,Z7500,$380.00 ,$190.00 
PSYCHO TESTING BY PSYCH/PHYS,Z7500,$907.00 ,$453.50 
PSYCHOTHERAPY 30 MIN,Z7500,$407.00 ,$203.50 
PSYCHOTHERAPY 45 MIN,Z7500,$525.00 ,$262.50 
PSYCHOTHERAPY 60 MIN,Z7500,$525.00 ,$262.50 
PSYCHOTHERAPY FOR CRISIS FIRS,Z7500,$484.00 ,$242.00 
REFRACTION,Z7500,$45.00 ,$22.50 
SPECIAL EYE EVALUATION,Z7500,$459.00 ,$229.50 
SPECIAL EYE EXAM INITIAL,Z7500,$241.00 ,$120.50 
TREATMENT ROOM,Z7500,$411.00 ,$205.50 
PROCEDURE ROOM,Z7500,$232.00 ,$116.00 
CHILD AT RISK EXAM KELLER,Z7500,$411.00 ,$205.50 
CHILD AT RISK EXAM KELLER,Z7500,$411.00 ,$205.50 
CHILD AT RISK EXAM KELLER,Z7500,$411.00 ,$205.50 
CHILD AT RISK EXAM KELLER,Z7500,$411.00 ,$205.50 
CHILD AT RISK EXAM KELLER,Z7500,$411.00 ,$205.50 
CHILD AT RISK EXAM KELLER,Z7500,$411.00 ,$205.50 
CHILD AT RISK EXAM KELLER,Z7500,$411.00 ,$205.50 
CHILD AT RISK EXAM KELLER,Z7500,$411.00 ,$205.50 
CHILD AT RISK EXAM KELLER,Z7500,$411.00 ,$205.50 
CHILD AT RISK EXAM KELLER,Z7500,$411.00 ,$205.50 
INTIMATE PARTNER VIOLENCE EXA,Z7500,$411.00 ,$205.50 
INTIMATE PARTNER VIOLENCE EXA,Z7500,$411.00 ,$205.50 
INTIMATE PARTNER VIOLENCE EXA,Z7500,$411.00 ,$205.50 
INTIMATE PARTNER VIOLENCE EXA,Z7500,$411.00 ,$205.50 
INTIMATE PARTNER VIOLENCE EXA,Z7500,$411.00 ,$205.50 
INTIMATE PARTNER VIOLENCE EXA,Z7500,$411.00 ,$205.50 
INTIMATE PARTNER VIOLENCE EXA,Z7500,$411.00 ,$205.50 
INTIMATE PARTNER VIOLENCE EXA,Z7500,$411.00 ,$205.50 
INTIMATE PARTNER VIOLENCE EXA,Z7500,$411.00 ,$205.50 
INTIMATE PARTNER VIOLENCE EXA,Z7500,$411.00 ,$205.50 
MEDICAL CLEARANCE KELLER,Z7500,$411.00 ,$205.50 
MEDICAL CLEARANCE KELLER,Z7500,$411.00 ,$205.50 
MEDICAL CLEARANCE KELLER,Z7500,$411.00 ,$205.50 
MEDICAL CLEARANCE KELLER,Z7500,$411.00 ,$205.50 
MEDICAL CLEARANCE KELLER,Z7500,$411.00 ,$205.50 
MEDICAL CLEARANCE KELLER,Z7500,$411.00 ,$205.50 
MEDICAL CLEARANCE KELLER,Z7500,$411.00 ,$205.50 
MEDICAL CLEARANCE KELLER,Z7500,$411.00 ,$205.50 
MEDICAL CLEARANCE KELLER,Z7500,$411.00 ,$205.50 
MEDICAL CLEARANCE KELLER,Z7500,$411.00 ,$205.50 
PSYCHOTHERAPY 45 MIN,Z7500,$277.00 ,$138.50 
PSYCHOTHERAPY 60 MIN,Z7500,$504.00 ,$252.00 
ER LEVEL 1,Z7502,$300.00 ,$150.00 
ER LEVEL 2,Z7502,$450.00 ,$225.00 
ER LEVEL 3,Z7502,$600.00 ,$300.00 
ER LEVEL 4,Z7502,$750.00 ,$375.00 
ER LEVEL 5,Z7502,"$1,000.00 ",$500.00 
ER LEVEL 1,Z7502,$128.00 ,$64.00 
ER LEVEL 2,Z7502,$235.00 ,$117.50 
ER LEVEL 3,Z7502,$353.00 ,$176.50 
ER LEVEL 4,Z7502,$588.00 ,$294.00 
ER LEVEL 5,Z7502,$980.00 ,$490.00 
"OFFICE CONSULT, LEVEL 1",Z7502,$110.00 ,$55.00 
"OFFICE CONSULT, LEVEL 2",Z7502,$110.00 ,$55.00 
"OFFICE CONSULT, LEVEL 4",Z7502,$242.00 ,$121.00 
"OFFICE CONSULT, LEVEL 5",Z7502,$382.00 ,$191.00 
PF PSYCH DIAG EVAL W/MED SERV,Z7502,$570.00 ,$285.00 
MINOR IN-PT FIRST HOUR,Z7506,$762.00 ,$381.00 
SURGERY HOUR,Z7506,$953.00 ,$476.50 
PROCEDURE ROOM,Z7506,"$1,155.00 ",$577.50 
BIOPSY ROOM,Z7506,$667.00 ,$333.50 
ENDOSCOPY/ECHO/TEE ROOM,Z7506,$667.00 ,$333.50 
ESOPHAGEAL DILATION PROC ROOM,Z7506,$762.00 ,$381.00 
SIGMOIDOSCOPY ROOM,Z7506,$667.00 ,$333.50 
SURGERY FIRST SUB 1/2 HR,Z7508,$413.00 ,$206.50 
SURGERY SEC SUB 1/2 HOUR,Z7510,$508.00 ,$254.00 
RECOVERY ROOM,Z7512,$445.00 ,$222.50 
ENDO RECOVERY ROOM,Z7512,$286.00 ,$143.00 
OBSERVATION BED,Z7514,$191.00 ,$95.50 
OBSERVATION SERVICES-SCU,Z7514,$112.00 ,$56.00 
ABACAVIR (ZIAGEN) 300MG TAB,Z7610,$21.20 ,$10.60 
ACAMPROSATE C 333,Z7610,$5.50 ,$2.75 
ACARBOSE 25MG (PRECOSE) TAB,Z7610,$4.90 ,$2.45 
ACARBOSE 50MG (PRECOSE) TAB,Z7610,$5.00 ,$2.50 
ACETAMINOPHEN 120MG SUPP,Z7610,$12.00 ,$6.00 
ACETAMINOPHEN 325MG SUPP,Z7610,$11.47 ,$5.73 
ACETAMINOPHEN 650MG SUPP,Z7610,$11.76 ,$5.88 
ACETAZOLAMIDE 500MG (DIAMOX S,Z7610,$13.00 ,$6.50 
ACETAZOLAMMIDE 250MG TABLET,Z7610,$7.35 ,$3.68 
ACYCLOVIR 200MG CAP (ZOVIRAX),Z7610,$5.01 ,$2.50 
ACYCLOVIR CAP 800MG (ZOVIRAX),Z7610,$8.55 ,$4.28 
ALPRAZOLAM TAB 0.25MG (XANZAX,Z7610,$6.00 ,$3.00 
ALPRAZOLAM TAB 0.5MG,Z7610,$6.00 ,$3.00 
ALPRAZOLAM TAB 1MG,Z7610,$5.78 ,$2.89 
AMIODARONE 200MG TAB,Z7610,$4.60 ,$2.30 
AMITRIPTYLINE 10MG TAB,Z7610,$4.20 ,$2.10 
AMITRIPTYLINE 25MG TAB,Z7610,$4.65 ,$2.33 
AMITRIPTYLINE 50MG TAB,Z7610,$5.10 ,$2.55 
AMLODIPINE BESYLATE TAB 2.5 M,Z7610,$5.59 ,$2.80 
AMLODIPINE TAB (NORVASC) 10MG,Z7610,$4.15 ,$2.07 
AMLODIPINE TAB 5MG,Z7610,$4.14 ,$2.07 
AMOXICILL/CLAV 500MG/125MG TA,Z7610,$7.80 ,$3.90 
AMOXICILLIN T 500,Z7610,$4.10 ,$2.05 
AMOXICILLIN/CLAVANUATE TAB (A,Z7610,$7.89 ,$3.95 
ANASTROZOLE (ARMIDIEX)TAB 1MG,Z7610,$6.10 ,$3.05 
APIXABAN 2.5,Z7610,$15.20 ,$7.60 
APIXABAN 5,Z7610,$5.54 ,$2.77 
ARIPIPRAZOLE 10MG TAB,Z7610,$32.77 ,$16.38 
